Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term,Measured Step Phase,Desired Step Phase,Phase Shift,Coil A Current,Coil B Current
0,0.04,33594,410.08,410.25,0.17,15.4,15.4,0.0,0.0,-0.0,-0.0,2482,3503,0,9,-12
1,0.20,33596,410.11,410.25,0.15,13.2,13.2,0.0,0.0,-0.0,-0.0,2507,3531,0,8,-10
2,0.36,33595,410.10,410.25,0.16,14.3,14.3,0.0,0.0,-0.0,-0.0,2494,3517,0,9,-11
3,0.52,33596,410.11,410.25,0.15,13.2,13.2,0.0,0.0,-0.0,-0.0,2507,3531,0,8,-10
4,0.68,33597,410.12,410.25,0.13,12.1,12.1,0.0,-0.0,-0.0,-0.0,2519,3548,0,8,-9
5,0.76,33597,410.12,410.25,0.13,12.1,12.1,0.0,-0.0,-0.0,-0.0,2519,3546,0,8,-9
6,0.92,33597,410.12,410.25,0.13,12.1,12.1,0.0,-0.0,-0.0,-0.0,2519,3546,0,8,-9
7,1.09,33597,410.12,410.25,0.13,12.1,12.1,0.0,-0.0,-0.0,-0.0,2519,3545,0,8,-9
8,1.24,33598,410.13,410.25,0.12,11.0,11.0,0.0,-0.0,-0.0,-0.0,2532,3558,0,7,-8
9,1.33,33598,410.13,410.25,0.11,9.9,9.9,0.0,-0.0,-0.0,-0.0,2532,3558,0,6,-7
10,1.49,33595,410.10,410.25,0.15,13.2,13.2,0.0,0.0,-0.0,-0.0,2494,3515,0,8,-10
11,1.65,33594,410.08,410.25,0.16,14.3,14.3,0.0,0.0,-0.0,-0.0,2482,3501,0,8,-11
12,1.81,33594,410.08,410.25,0.16,14.3,14.3,0.0,0.0,-0.0,-0.0,2482,3502,0,8,-11
13,1.89,33594,410.08,410.25,0.16,14.3,14.3,0.0,0.0,-0.0,-0.0,2482,3500,0,8,-11
14,2.06,33597,410.12,410.24,0.12,11.0,11.0,0.0,-0.0,-0.0,-0.0,2519,3546,0,7,-8
15,2.22,33597,410.12,410.24,0.12,11.0,11.0,0.0,-0.0,-0.0,-0.0,2519,3546,0,7,-8
16,2.38,33595,410.10,410.24,0.15,13.2,13.2,0.0,-0.0,-0.0,-0.0,2494,3520,0,8,-10
17,2.47,33595,410.10,410.24,0.15,13.2,13.2,0.0,-0.0,-0.0,-0.0,2494,3520,0,8,-10
18,2.63,33595,410.10,410.24,0.15,13.2,13.2,0.0,0.0,-0.0,-0.0,2494,3518,0,8,-10
19,2.79,33594,410.08,410.24,0.16,14.3,14.3,0.0,0.0,-0.0,-0.0,2482,3502,0,8,-11
20,2.95,33594,410.08,410.24,0.16,14.3,14.3,0.0,0.0,-0.0,-0.0,2482,3502,0,8,-11
21,3.11,33593,410.07,410.24,0.17,15.4,15.4,0.0,0.0,-0.0,-0.0,2469,3490,0,9,-12
22,3.18,33592,410.06,410.24,0.18,16.5,16.5,0.0,0.0,-0.0,-0.0,2457,3476,0,9,-13
23,3.35,33590,410.03,410.24,0.21,18.7,18.7,0.0,0.0,-0.0,-0.0,2432,3450,0,10,-15
24,3.51,33593,410.07,410.23,0.16,14.3,14.3,0.0,0.0,-0.0,-0.0,2469,3492,0,8,-11
25,3.67,33593,410.07,410.23,0.16,14.3,14.3,0.0,-0.0,-0.0,-0.0,2469,3493,0,8,-11
