Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term,Measured Step Phase,Desired Step Phase,Phase Shift,Coil A Current,Coil B Current
0,0.04,33597,410.12,410.25,0.13,11.2,11.2,0.0,-0.0,-0.0,-0.0,2519,3545,0,7,-8
1,0.19,33596,410.11,410.25,0.15,12.3,12.3,0.0,0.0,-0.0,-0.0,2507,3529,0,8,-9
2,0.36,33598,410.13,410.25,0.12,10.2,10.2,0.0,-0.0,-0.0,-0.0,2532,3559,0,7,-7
3,0.52,33599,410.14,410.25,0.11,9.2,9.2,0.0,-0.0,-0.0,-0.0,2544,3571,0,6,-6
4,0.68,33595,410.10,410.25,0.16,13.2,13.3,0.0,0.0,-0.1,-0.0,2494,3515,0,8,-10
5,0.76,33595,410.10,410.25,0.16,13.2,13.3,0.0,0.0,-0.1,-0.0,2494,3516,0,8,-10
6,0.92,33594,410.08,410.25,0.17,14.2,14.3,0.0,0.0,-0.1,-0.0,2482,3503,0,8,-11
7,1.08,33593,410.07,410.25,0.18,15.3,15.3,0.0,0.0,-0.1,-0.0,2469,3484,0,9,-12
8,1.25,33592,410.06,410.25,0.20,16.3,16.4,0.0,0.0,-0.1,-0.0,2457,3474,0,9,-13
9,1.33,33593,410.07,410.25,0.18,15.2,15.3,0.0,0.0,-0.1,-0.0,2469,3490,0,9,-12
10,1.49,33591,410.05,410.25,0.20,16.2,16.4,0.0,0.0,-0.1,-0.0,2444,3464,0,9,-13
11,1.65,33593,410.07,410.25,0.17,14.2,14.3,0.0,0.0,-0.1,-0.0,2469,3492,0,8,-11
12,1.82,33593,410.07,410.25,0.17,14.2,14.3,0.0,-0.0,-0.1,-0.0,2469,3494,0,8,-11
13,1.89,33591,410.05,410.25,0.20,16.2,16.4,0.0,0.0,-0.1,-0.0,2444,3467,0,9,-13
14,2.06,33591,410.05,410.24,0.20,16.2,16.4,0.0,0.0,-0.2,-0.0,2444,3465,0,9,-13
15,2.22,33592,410.06,410.24,0.18,15.2,15.3,0.0,0.0,-0.2,-0.0,2457,3479,0,9,-12
16,2.38,33592,410.06,410.24,0.18,15.2,15.3,0.0,0.0,-0.2,-0.0,2457,3479,0,9,-12
17,2.46,33592,410.06,410.24,0.18,15.1,15.3,0.0,0.0,-0.2,-0.0,2457,3479,0,9,-12
18,2.62,33592,410.06,410.24,0.18,15.1,15.3,0.0,-0.0,-0.2,-0.0,2457,3483,0,9,-12
19,2.78,33592,410.06,410.24,0.18,15.1,15.3,0.0,-0.0,-0.2,-0.0,2457,3483,0,9,-12
20,2.94,33590,410.03,410.24,0.21,17.2,17.4,0.0,0.0,-0.2,-0.0,2432,3453,0,9,-14
21,3.10,33593,410.07,410.24,0.17,14.1,14.3,0.0,-0.0,-0.2,-0.0,2469,3494,0,8,-11
22,3.19,33591,410.05,410.24,0.20,16.1,16.4,0.0,0.0,-0.3,-0.0,2444,3466,0,9,-13
23,3.35,33592,410.06,410.24,0.18,15.1,15.3,0.0,0.0,-0.3,-0.0,2457,3481,0,9,-12
24,3.51,33591,410.05,410.23,0.18,15.1,15.3,0.0,-0.0,-0.3,-0.0,2444,3469,0,8,-12
25,3.68,33592,410.06,410.23,0.17,14.0,14.3,0.0,-0.0,-0.3,-0.0,2457,3482,0,8,-11
26,3.76,33593,410.07,410.23,0.16,13.0,13.3,0.0,-0.0,-0.3,-0.0,2469,3493,0,8,-10
27,3.93,33596,410.11,410.23,0.12,9.9,10.2,0.0,-0.0,-0.3,-0.0,2507,3538,0,6,-7
28,4.09,33594,410.08,410.23,0.15,12.0,12.3,0.0,-0.0,-0.3,-0.0,2482,3509,0,7,-9
29,4.18,33594,410.08,410.23,0.15,11.9,12.3,0.0,-0.0,-0.3,-0.0,2482,3511,0,7,-9
30,4.34,33594,410.08,410.23,0.15,11.9,12.3,0.0,-0.0,-0.4,-0.0,2482,3509,0,7,-9
31,4.49,33593,410.07,410.22,0.16,12.9,13.3,0.0,0.0,-0.4,-0.0,2469,3490,0,8,-10
32,4.66,33596,410.11,410.22,0.11,8.8,9.2,0.0,-0.0,-0.4,-0.0,2507,3533,0,6,-7
