Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term,Measured Step Phase,Desired Step Phase,Phase Shift,Coil A Current,Coil B Current
0,0.04,33598,410.13,410.25,0.12,13.6,13.6,0.0,-0.0,-0.0,-0.0,2532,3558,0,9,-10
1,0.20,33596,410.11,410.25,0.15,16.4,16.4,0.0,0.0,-0.0,-0.0,2507,3531,0,10,-12
2,0.36,33598,410.13,410.25,0.12,13.6,13.6,0.0,0.0,-0.0,-0.0,2532,3556,0,9,-10
3,0.53,33599,410.14,410.25,0.11,12.3,12.3,0.0,-0.0,-0.0,-0.0,2544,3570,0,8,-9
4,0.69,33599,410.14,410.25,0.11,12.3,12.3,0.0,-0.0,-0.0,-0.0,2544,3570,0,8,-9
5,0.77,33599,410.14,410.25,0.11,12.3,12.3,0.0,-0.0,-0.0,-0.0,2544,3570,0,8,-9
6,0.93,33599,410.14,410.25,0.11,12.3,12.3,0.0,-0.0,-0.0,-0.0,2544,3573,0,8,-9
7,1.09,33601,410.17,410.25,0.09,9.5,9.5,0.0,-0.0,-0.0,-0.0,2569,3596,0,7,-6
8,1.25,33601,410.17,410.25,0.09,9.5,9.5,0.0,-0.0,-0.0,-0.0,2569,3596,0,7,-6
9,1.33,33601,410.17,410.25,0.09,9.5,9.5,0.0,-0.0,-0.0,-0.0,2569,3596,0,7,-6
10,1.49,33600,410.16,410.25,0.09,9.5,9.5,0.0,-0.0,-0.0,-0.0,2557,3583,0,7,-7
11,1.65,33600,410.16,410.25,0.09,9.5,9.5,0.0,0.0,-0.0,-0.0,2557,3579,0,6,-7
12,1.81,33600,410.16,410.25,0.09,9.5,9.5,0.0,0.0,-0.0,-0.0,2557,3580,0,6,-7
13,1.97,33600,410.16,410.25,0.09,9.5,9.5,0.0,0.0,-0.0,-0.0,2557,3579,0,6,-7
14,2.05,33599,410.14,410.24,0.10,10.9,10.9,0.0,0.0,-0.0,-0.0,2544,3566,0,7,-8
15,2.22,33599,410.14,410.24,0.10,10.9,10.9,0.0,0.0,-0.0,-0.0,2544,3567,0,7,-8
16,2.38,33597,410.12,410.24,0.12,13.6,13.6,0.0,0.0,-0.0,-0.0,2519,3539,0,9,-10
17,2.47,33597,410.12,410.24,0.12,13.6,13.6,0.0,0.0,-0.0,-0.0,2519,3538,0,9,-10
18,2.63,33596,410.11,410.24,0.13,15.0,15.0,0.0,0.0,-0.0,-0.0,2507,3525,0,9,-11
19,2.79,33596,410.11,410.24,0.13,15.0,15.0,0.0,0.0,-0.0,-0.0,2507,3527,0,9,-11
20,2.95,33596,410.11,410.24,0.13,15.0,15.0,0.0,0.0,-0.0,-0.0,2507,3528,0,9,-11
21,3.03,33597,410.12,410.24,0.12,13.6,13.6,0.0,0.0,-0.0,-0.0,2519,3543,0,9,-10
22,3.20,33597,410.12,410.24,0.12,13.6,13.6,0.0,0.0,-0.0,-0.0,2519,3543,0,9,-10
23,3.36,33598,410.13,410.24,0.11,12.3,12.3,0.0,-0.0,-0.0,-0.0,2532,3559,0,8,-9
24,3.52,33599,410.14,410.23,0.09,9.5,9.5,0.0,-0.0,-0.0,-0.0,2544,3572,0,6,-7
25,3.68,33593,410.07,410.23,0.16,17.7,17.7,0.0,0.0,-0.0,-0.0,2469,3487,0,10,-14
26,3.76,33593,410.07,410.23,0.16,17.7,17.7,0.0,0.0,-0.0,-0.0,2469,3487,0,10,-14
27,3.92,33594,410.08,410.23,0.15,16.4,16.4,0.0,0.0,-0.0,-0.0,2482,3502,0,10,-13
28,4.08,33594,410.08,410.23,0.15,16.4,16.4,0.0,0.0,-0.0,-0.0,2482,3498,0,10,-13
29,4.24,33594,410.08,410.23,0.15,16.4,16.4,0.0,0.0,-0.0,-0.0,2482,3505,0,10,-12
30,4.33,33594,410.08,410.23,0.15,16.4,16.4,0.0,-0.0,-0.0,-0.0,2482,3508,0,10,-12
31,4.49,33594,410.08,410.22,0.15,16.4,16.4,0.0,0.0,-0.0,-0.0,2482,3506,0,10,-12
32,4.65,33595,410.10,410.22,0.12,13.6,13.6,0.0,-0.0,-0.0,-0.0,2494,3520,0,8,-10
33,4.82,33596,410.11,410.22,0.11,12.3,12.3,0.0,-0.0,-0.0,-0.0,2507,3535,0,8,-9
34,4.91,33596,410.11,410.22,0.11,12.3,12.3,0.0,-0.0,-0.0,-0.0,2507,3534,0,8,-9
35,5.06,33595,410.10,410.22,0.12,13.6,13.6,0.0,-0.0,-0.0,-0.0,2494,3519,0,8,-10
36,5.23,33596,410.11,410.22,0.11,12.3,12.3,0.0,-0.0,-0.0,-0.0,2507,3534,0,8,-9
37,5.40,33594,410.08,410.21,0.13,15.0,15.0,0.0,0.0,-0.0,-0.0,2482,3503,0,9,-11
38,5.47,33594,410.08,410.21,0.13,15.0,15.0,0.0,0.0,-0.0,-0.0,2482,3503,0,9,-11
39,5.64,33594,410.08,410.21,0.12,13.6,13.6,0.0,0.0,-0.0,-0.0,2482,3503,0,8,-10
40,5.82,33594,410.08,410.21,0.12,13.6,13.6,0.0,0.0,-0.0,-0.0,2482,3504,0,8,-10
41,5.89,33594,410.08,410.21,0.12,13.6,13.6,0.0,0.0,-0.0,-0.0,2482,3503,0,8,-10
42,6.05,33596,410.11,410.20,0.10,10.9,10.9,0.0,-0.0,-0.0,-0.0,2507,3534,0,7,-8
43,6.22,33595,410.10,410.20,0.11,12.3,12.3,0.0,-0.0,-0.0,-0.0,2494,3519,0,8,-9
44,6.31,33595,410.10,410.20,0.11,12.3,12.3,0.0,-0.0,-0.0,-0.0,2494,3520,0,8,-9
45,6.47,33595,410.10,410.20,0.10,10.9,10.9,0.0,-0.0,-0.0,-0.0,2494,3520,0,7,-8
46,6.64,33597,410.12,410.20,0.07,8.2,8.2,0.0,-0.0,-0.0,-0.0,2519,3546,0,5,-6
47,6.80,33596,410.11,410.19,0.09,9.5,9.5,0.0,0.0,-0.0,-0.0,2507,3529,0,6,-7
48,6.89,33596,410.11,410.19,0.09,9.5,9.5,0.0,-0.0,-0.0,-0.0,2507,3533,0,6,-7
49,7.06,33595,410.10,410.19,0.10,10.9,10.9,0.0,-0.0,-0.0,-0.0,2494,3518,0,7,-8
50,7.22,33597,410.12,410.19,0.06,6.8,6.8,0.0,-0.0,-0.0,-0.0,2519,3544,0,4,-5
51,7.39,33594,410.08,410.18,0.10,10.9,10.9,0.0,0.0,-0.0,-0.0,2482,3502,0,6,-8
52,7.48,33594,410.08,410.18,0.10,10.9,10.9,0.0,0.0,-0.0,-0.0,2482,3503,0,6,-8
53,7.63,33594,410.08,410.18,0.10,10.9,10.9,0.0,0.0,-0.0,-0.0,2482,3505,0,7,-8
54,7.80,33594,410.08,410.17,0.09,9.5,9.5,0.0,0.0,-0.0,-0.0,2482,3503,0,6,-7
55,7.89,33594,410.08,410.17,0.09,9.5,9.5,0.0,0.0,-0.0,-0.0,2482,3501,0,6,-7
56,8.05,33594,410.08,410.17,0.09,9.5,9.5,0.0,-0.0,-0.0,-0.0,2482,3506,0,6,-7
57,8.20,33594,410.08,410.17,0.09,9.5,9.5,0.0,-0.0,-0.0,-0.0,2482,3506,0,6,-7
58,8.37,33598,410.13,410.16,0.04,4.1,4.1,0.0,-0.0,-0.0,-0.0,2532,3559,0,3,-3
59,8.46,33597,410.12,410.16,0.04,4.1,4.1,0.0,-0.0,-0.0,-0.0,2519,3548,0,3,-3
60,8.62,33593,410.07,410.16,0.09,9.5,9.5,0.0,0.0,-0.0,-0.0,2469,3492,0,6,-7
61,8.78,33596,410.11,410.15,0.05,5.5,5.5,0.0,-0.0,-0.0,-0.0,2507,3534,0,3,-4
62,8.96,33594,410.08,410.15,0.06,6.8,6.8,0.0,0.0,-0.0,-0.0,2482,3503,0,4,-5
63,9.05,33593,410.07,410.15,0.07,8.2,8.2,0.0,0.0,-0.0,-0.0,2469,3485,0,5,-6
64,9.21,33593,410.07,410.14,0.07,8.2,8.2,0.0,-0.0,-0.0,-0.0,2469,3493,0,5,-6
65,9.37,33593,410.07,410.14,0.07,8.2,8.2,0.0,0.0,-0.0,-0.0,2469,3490,0,5,-6
66,9.53,33593,410.07,410.14,0.06,6.8,6.8,0.0,0.0,-0.0,-0.0,2469,3489,0,4,-5
67,9.61,33593,410.07,410.13,0.06,6.8,6.8,0.0,0.0,-0.0,-0.0,2469,3491,0,4,-5
68,9.77,33593,410.07,410.13,0.06,6.8,6.8,0.0,-0.0,-0.0,-0.0,2469,3493,0,4,-5
69,9.94,33593,410.07,410.13,0.06,6.8,6.8,0.0,-0.0,-0.0,-0.0,2469,3493,0,4,-5
70,10.10,33590,410.03,410.12,0.09,9.5,9.5,0.0,0.0,-0.0,-0.0,2432,3452,0,5,-8
71,10.19,33591,410.05,410.12,0.07,8.2,8.2,0.0,0.0,-0.0,-0.0,2444,3465,0,4,-7
72,10.35,33591,410.05,410.12,0.07,8.2,8.2,0.0,0.0,-0.0,-0.0,2444,3465,0,4,-7
73,10.52,33592,410.06,410.11,0.05,5.5,5.5,0.0,-0.0,-0.0,-0.0,2457,3479,0,3,-4
74,10.61,33590,410.03,410.11,0.07,8.2,8.2,0.0,0.0,-0.0,-0.0,2432,3451,0,4,-7
75,10.78,33590,410.03,410.10,0.07,8.2,8.2,0.0,-0.0,-0.0,-0.0,2432,3456,0,4,-7
76,10.94,33592,410.06,410.10,0.04,4.1,4.1,0.0,-0.0,-0.0,-0.0,2457,3483,0,2,-3
77,11.10,33592,410.06,410.10,0.04,4.1,4.1,0.0,-0.0,-0.0,-0.0,2457,3482,0,2,-3
78,11.18,33591,410.05,410.09,0.05,5.5,5.5,0.0,0.0,-0.0,-0.0,2444,3466,0,3,-4
79,11.35,33591,410.05,410.09,0.05,5.5,5.5,0.0,-0.0,-0.0,-0.0,2444,3470,0,3,-4
80,11.51,33591,410.05,410.08,0.04,4.1,4.1,0.0,-0.0,-0.0,-0.0,2444,3468,0,2,-3
81,11.67,33591,410.05,410.08,0.04,4.1,4.1,0.0,0.0,-0.0,-0.0,2444,3466,0,2,-3
82,11.75,33591,410.05,410.08,0.04,4.1,4.1,0.0,0.0,-0.0,-0.0,2444,3467,0,2,-3
83,11.91,33591,410.05,410.07,0.02,2.7,2.7,0.0,-0.0,-0.0,-0.0,2444,3468,0,2,-2
84,12.08,33589,410.02,410.07,0.05,5.5,5.5,0.0,0.0,-0.0,-0.0,2419,3440,0,3,-4
85,12.18,33589,410.02,410.07,0.05,5.5,5.5,0.0,0.0,-0.0,-0.0,2419,3440,0,3,-4
86,12.33,33589,410.02,410.06,0.04,4.1,4.1,0.0,0.0,-0.0,-0.0,2419,3440,0,2,-3
87,12.50,33591,410.05,410.06,0.01,1.4,1.4,0.0,-0.0,-0.0,-0.0,2444,3469,0,1,-1
88,12.66,33589,410.02,410.05,0.02,2.7,2.7,0.0,-0.0,-0.0,-0.0,2419,3442,0,1,-2
89,12.74,33590,410.03,410.05,0.01,1.4,1.4,0.0,-0.0,-0.0,-0.0,2432,3457,0,1,-1
90,12.91,33591,410.05,410.04,0.00,0.0,0.0,0.0,-0.0,-0.0,-0.0,2444,3471,0,0,0
91,13.07,33589,410.02,410.04,0.01,1.4,1.4,0.0,-0.0,-0.0,-0.0,2419,3442,0,1,-1
