Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term,Measured Step Phase,Desired Step Phase,Phase Shift,Coil A Current,Coil B Current
0,0.04,33591,410.05,410.25,0.21,14.5,14.5,0.0,0.0,-0.0,-0.0,2444,3468,0,8,-12
1,0.19,33591,410.05,410.25,0.21,14.5,14.5,0.0,0.0,-0.0,-0.0,2444,3467,0,8,-12
2,0.35,33592,410.06,410.25,0.20,13.7,13.7,0.0,-0.0,-0.0,-0.0,2457,3483,0,8,-11
3,0.51,33591,410.05,410.25,0.21,14.5,14.5,0.0,0.0,-0.0,-0.0,2444,3468,0,8,-12
4,0.67,33590,410.03,410.25,0.22,15.4,15.4,0.0,0.0,-0.0,-0.0,2432,3455,0,8,-12
5,0.75,33589,410.02,410.25,0.23,16.2,16.2,0.0,0.0,-0.0,-0.0,2419,3440,0,8,-13
6,0.92,33589,410.02,410.25,0.23,16.2,16.2,0.0,0.0,-0.0,-0.0,2419,3438,0,8,-13
7,1.08,33590,410.03,410.25,0.22,15.4,15.4,0.0,0.0,-0.0,-0.0,2432,3456,0,8,-12
8,1.24,33589,410.02,410.25,0.23,16.2,16.2,0.0,0.0,-0.0,-0.0,2419,3439,0,8,-13
9,1.40,33589,410.02,410.25,0.22,15.4,15.4,0.0,-0.0,-0.0,-0.0,2419,3443,0,8,-13
10,1.48,33591,410.05,410.25,0.20,13.7,13.7,0.0,-0.0,-0.0,-0.0,2444,3471,0,8,-11
11,1.64,33592,410.06,410.25,0.18,12.8,12.8,0.0,-0.0,-0.0,-0.0,2457,3484,0,7,-10
12,1.80,33589,410.02,410.25,0.22,15.4,15.4,0.0,-0.0,-0.0,-0.0,2419,3443,0,8,-13
13,1.96,33589,410.02,410.25,0.22,15.4,15.4,0.0,0.0,-0.0,-0.0,2419,3443,0,8,-13
14,2.04,33589,410.02,410.24,0.22,15.4,15.4,0.0,0.0,-0.0,-0.0,2419,3443,0,8,-13
15,2.20,33592,410.06,410.24,0.18,12.8,12.8,0.0,0.0,-0.0,-0.0,2457,3481,0,7,-10
16,2.36,33589,410.02,410.24,0.22,15.4,15.4,0.0,0.0,-0.0,-0.0,2419,3443,0,8,-13
17,2.52,33591,410.05,410.24,0.20,13.7,13.7,0.0,-0.0,-0.0,-0.0,2444,3471,0,8,-11
18,2.61,33591,410.05,410.24,0.20,13.7,13.7,0.0,-0.0,-0.0,-0.0,2444,3471,0,8,-11
19,2.77,33592,410.06,410.24,0.18,12.8,12.8,0.0,-0.0,-0.0,-0.0,2457,3483,0,7,-10
20,2.93,33590,410.03,410.24,0.21,14.5,14.5,0.0,-0.0,-0.0,-0.0,2432,3457,0,8,-12
