Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term,Measured Step Phase,Desired Step Phase,Phase Shift,Coil A Current,Coil B Current
0,0.04,33598,410.13,410.25,0.12,13.6,13.6,0.0,0.0,-0.0,-0.0,2532,3551,0,9,-10
1,0.21,33599,410.14,410.25,0.11,12.3,12.3,0.0,0.0,-0.0,-0.0,2544,3567,0,8,-9
2,0.37,33598,410.13,410.25,0.12,13.6,13.6,0.0,0.0,-0.0,-0.0,2532,3553,0,9,-10
3,0.53,33596,410.11,410.25,0.15,16.3,16.4,0.0,0.0,-0.0,-0.0,2507,3525,0,10,-12
4,0.62,33596,410.11,410.25,0.15,16.3,16.4,0.0,0.0,-0.1,-0.0,2507,3525,0,10,-12
5,0.78,33597,410.12,410.25,0.13,14.9,15.0,0.0,0.0,-0.1,-0.0,2519,3542,0,10,-11
6,0.94,33596,410.11,410.25,0.15,16.3,16.4,0.0,0.0,-0.1,-0.0,2507,3527,0,10,-12
7,1.10,33597,410.12,410.25,0.13,14.9,15.0,0.0,0.0,-0.1,-0.0,2519,3543,0,10,-11
8,1.19,33598,410.13,410.25,0.12,13.5,13.6,0.0,-0.0,-0.1,-0.0,2532,3559,0,9,-10
9,1.35,33598,410.13,410.25,0.11,12.2,12.3,0.0,-0.0,-0.1,-0.0,2532,3559,0,8,-9
10,1.52,33598,410.13,410.25,0.11,12.1,12.3,0.0,-0.0,-0.1,-0.0,2532,3559,0,8,-9
11,1.68,33598,410.13,410.25,0.11,12.1,12.3,0.0,-0.0,-0.2,-0.0,2532,3559,0,8,-9
12,1.76,33598,410.13,410.25,0.11,12.1,12.3,0.0,-0.0,-0.2,-0.0,2532,3557,0,8,-9
13,1.92,33598,410.13,410.25,0.11,12.1,12.3,0.0,-0.0,-0.2,-0.0,2532,3556,0,8,-9
14,2.09,33594,410.08,410.24,0.16,17.5,17.7,0.0,0.0,-0.2,-0.0,2482,3499,0,10,-13
15,2.25,33594,410.08,410.24,0.16,17.5,17.7,0.0,0.0,-0.2,-0.0,2482,3500,0,10,-13
16,2.33,33597,410.12,410.24,0.12,13.4,13.6,0.0,0.0,-0.2,-0.0,2519,3541,0,9,-10
17,2.50,33597,410.12,410.24,0.12,13.4,13.6,0.0,0.0,-0.2,-0.0,2519,3543,0,9,-10
18,2.66,33596,410.11,410.24,0.13,14.8,15.0,0.0,0.0,-0.2,-0.0,2507,3529,0,9,-11
19,2.82,33595,410.10,410.24,0.15,16.1,16.4,0.0,-0.0,-0.2,-0.0,2494,3521,0,10,-12
20,2.90,33595,410.10,410.24,0.15,16.1,16.4,0.0,-0.0,-0.3,-0.0,2494,3520,0,10,-12
21,3.06,33597,410.12,410.24,0.12,13.4,13.6,0.0,0.0,-0.3,-0.0,2519,3543,0,9,-10
22,3.23,33597,410.12,410.24,0.12,13.4,13.6,0.0,-0.0,-0.3,-0.0,2519,3545,0,9,-10
23,3.39,33598,410.13,410.24,0.11,12.0,12.3,0.0,-0.0,-0.3,-0.0,2532,3559,0,8,-9
24,3.47,33595,410.10,410.24,0.13,14.7,15.0,0.0,-0.0,-0.3,-0.0,2494,3518,0,9,-11
25,3.63,33596,410.11,410.23,0.12,13.3,13.6,0.0,-0.0,-0.3,-0.0,2507,3533,0,8,-10
