Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term,Measured Step Phase,Desired Step Phase,Phase Shift,Coil A Current,Coil B Current
0,0.04,33601,410.17,410.25,0.09,9.5,9.5,0.0,0.0,-0.0,-0.0,2569,3593,0,7,-6
1,0.19,33601,410.17,410.25,0.09,9.5,9.5,0.0,0.0,-0.0,-0.0,2569,3590,0,7,-6
2,0.35,33599,410.14,410.25,0.11,12.2,12.3,0.0,0.0,-0.0,-0.0,2544,3567,0,8,-9
3,0.52,33599,410.14,410.25,0.11,12.2,12.3,0.0,0.0,-0.0,-0.0,2544,3563,0,8,-9
4,0.69,33596,410.11,410.25,0.15,16.3,16.4,0.0,0.0,-0.1,-0.0,2507,3523,0,10,-12
5,0.77,33596,410.11,410.25,0.15,16.3,16.4,0.0,0.0,-0.1,-0.0,2507,3523,0,10,-12
6,0.93,33596,410.11,410.25,0.15,16.3,16.4,0.0,0.0,-0.1,-0.0,2507,3525,0,10,-12
7,1.09,33595,410.10,410.25,0.16,17.6,17.7,0.0,0.0,-0.1,-0.0,2494,3512,0,11,-13
8,1.25,33593,410.07,410.25,0.18,20.3,20.5,0.0,0.0,-0.1,-0.0,2469,3485,0,12,-16
9,1.33,33593,410.07,410.25,0.18,20.3,20.5,0.0,0.0,-0.1,-0.0,2469,3488,0,12,-16
10,1.49,33597,410.12,410.25,0.12,13.5,13.6,0.0,-0.0,-0.1,-0.0,2519,3545,0,9,-10
11,1.65,33592,410.06,410.25,0.18,20.3,20.5,0.0,0.0,-0.1,-0.0,2457,3476,0,11,-16
12,1.82,33594,410.08,410.25,0.16,17.6,17.7,0.0,-0.0,-0.2,-0.0,2482,3507,0,11,-13
13,1.90,33594,410.08,410.25,0.16,17.5,17.7,0.0,-0.0,-0.2,-0.0,2482,3508,0,11,-13
14,2.06,33595,410.10,410.24,0.15,16.2,16.4,0.0,0.0,-0.2,-0.0,2494,3518,0,10,-12
15,2.22,33595,410.10,410.24,0.15,16.2,16.4,0.0,0.0,-0.2,-0.0,2494,3518,0,10,-12
16,2.38,33596,410.11,410.24,0.13,14.8,15.0,0.0,-0.0,-0.2,-0.0,2507,3535,0,9,-11
17,2.47,33596,410.11,410.24,0.13,14.8,15.0,0.0,-0.0,-0.2,-0.0,2507,3534,0,9,-11
18,2.63,33596,410.11,410.24,0.13,14.8,15.0,0.0,-0.0,-0.2,-0.0,2507,3533,0,9,-11
19,2.79,33594,410.08,410.24,0.16,17.5,17.7,0.0,0.0,-0.2,-0.0,2482,3505,0,10,-13
20,2.95,33594,410.08,410.24,0.16,17.5,17.7,0.0,0.0,-0.3,-0.0,2482,3504,0,10,-13
21,3.11,33597,410.12,410.24,0.12,13.4,13.6,0.0,-0.0,-0.3,-0.0,2519,3545,0,9,-10
22,3.19,33597,410.12,410.24,0.12,13.3,13.6,0.0,-0.0,-0.3,-0.0,2519,3545,0,9,-10
23,3.35,33599,410.14,410.24,0.10,10.6,10.9,0.0,-0.0,-0.3,-0.0,2544,3573,0,7,-7
24,3.52,33598,410.13,410.23,0.10,10.6,10.9,0.0,-0.0,-0.3,-0.0,2532,3562,0,7,-7
25,3.68,33599,410.14,410.23,0.09,9.2,9.5,0.0,-0.0,-0.3,-0.0,2544,3573,0,6,-6
26,3.77,33599,410.14,410.23,0.09,9.2,9.5,0.0,-0.0,-0.4,-0.0,2544,3571,0,6,-6
27,3.93,33599,410.14,410.23,0.09,9.2,9.5,0.0,-0.0,-0.4,-0.0,2544,3569,0,6,-6
28,4.09,33598,410.13,410.23,0.10,10.6,10.9,0.0,0.0,-0.4,-0.0,2532,3556,0,7,-8
29,4.26,33598,410.13,410.23,0.10,10.5,10.9,0.0,0.0,-0.4,-0.0,2532,3556,0,7,-7
30,4.35,33599,410.14,410.23,0.09,9.1,9.5,0.0,0.0,-0.4,-0.0,2544,3568,0,6,-6
31,4.51,33601,410.17,410.22,0.06,6.4,6.8,0.0,-0.0,-0.4,-0.0,2569,3596,0,4,-4
32,4.69,33600,410.16,410.22,0.06,6.4,6.8,0.0,-0.0,-0.4,-0.0,2557,3582,0,4,-4
33,4.77,33600,410.16,410.22,0.06,6.3,6.8,0.0,-0.0,-0.5,-0.0,2557,3584,0,4,-4
34,4.93,33600,410.16,410.22,0.06,6.4,6.8,0.0,-0.0,-0.4,-0.0,2557,3584,0,4,-4
35,5.09,33600,410.16,410.22,0.06,6.4,6.8,0.0,-0.0,-0.5,-0.0,2557,3582,0,4,-4
36,5.25,33599,410.14,410.22,0.07,7.7,8.2,0.0,0.0,-0.5,-0.0,2544,3567,0,5,-5
37,5.33,33598,410.13,410.21,0.09,9.1,9.5,0.0,0.0,-0.5,-0.0,2532,3553,0,6,-7
38,5.50,33596,410.11,410.21,0.11,11.8,12.3,0.0,0.0,-0.5,-0.0,2507,3525,0,7,-9
39,5.66,33597,410.12,410.21,0.09,9.0,9.5,0.0,0.0,-0.5,-0.0,2519,3538,0,6,-7
