Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term,Measured Step Phase,Desired Step Phase,Phase Shift,Coil A Current,Coil B Current
0,0.04,-7344,-89.65,-89.81,-0.16,-13.3,-13.3,0.0,0.0,-0.0,-0.0,2757,1730,0,-11,6
1,0.61,-7344,-89.65,-89.81,-0.16,-13.4,-13.3,0.0,-0.0,-0.1,-0.0,2757,1736,0,-11,6
2,1.10,-7346,-89.67,-89.81,-0.15,-12.4,-12.3,0.0,-0.0,-0.1,-0.0,2732,1709,0,-10,6
3,1.57,-7344,-89.65,-89.82,-0.17,-14.5,-14.3,0.0,0.0,-0.1,-0.0,2757,1733,0,-12,7
4,2.06,-7346,-89.67,-89.82,-0.15,-12.4,-12.3,0.0,-0.0,-0.2,-0.0,2732,1709,0,-10,6
5,2.62,-7346,-89.67,-89.82,-0.15,-12.5,-12.3,0.0,0.0,-0.2,-0.0,2732,1708,0,-11,6
6,3.12,-7347,-89.69,-89.82,-0.13,-11.5,-11.2,0.0,0.0,-0.3,-0.0,2719,1695,0,-10,6
7,3.59,-7346,-89.67,-89.83,-0.16,-13.6,-13.3,0.0,-0.0,-0.3,-0.0,2732,1708,0,-11,7
8,4.08,-7344,-89.65,-89.83,-0.18,-15.7,-15.3,0.0,-0.0,-0.4,-0.0,2757,1741,0,-14,7
9,4.57,-7348,-89.70,-89.84,-0.15,-12.7,-12.3,0.0,0.0,-0.4,-0.0,2707,1682,0,-10,7
10,5.06,-7347,-89.69,-89.84,-0.16,-13.8,-13.3,0.0,0.0,-0.5,-0.0,2719,1689,0,-11,7
11,5.55,-7348,-89.70,-89.85,-0.16,-13.8,-13.3,0.0,0.0,-0.5,-0.0,2707,1675,0,-11,7
12,6.11,-7343,-89.64,-89.86,-0.22,-19.0,-18.4,0.0,-0.0,-0.6,-0.0,2769,1753,0,-17,8
13,6.60,-7347,-89.69,-89.87,-0.18,-15.9,-15.3,0.0,0.0,-0.6,-0.0,2719,1689,0,-13,8
14,7.08,-7350,-89.72,-89.87,-0.16,-13.9,-13.3,0.0,0.0,-0.6,-0.0,2682,1652,0,-11,8
