Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term,Measured Step Phase,Desired Step Phase,Phase Shift,Coil A Current,Coil B Current
0,0.04,33598,410.13,410.25,0.12,13.6,13.6,0.0,-0.0,-0.0,-0.0,2532,3559,0,9,-10
1,0.21,33598,410.13,410.25,0.12,13.6,13.6,0.0,0.0,-0.0,-0.0,2532,3556,0,9,-10
2,0.36,33600,410.16,410.25,0.10,10.9,10.9,0.0,-0.0,-0.0,-0.0,2557,3589,0,8,-7
3,0.53,33600,410.16,410.25,0.10,10.9,10.9,0.0,-0.0,-0.0,-0.0,2557,3584,0,7,-7
4,0.61,33600,410.16,410.25,0.10,10.9,10.9,0.0,-0.0,-0.1,-0.0,2557,3583,0,7,-7
5,0.77,33600,410.16,410.25,0.10,10.8,10.9,0.0,-0.0,-0.1,-0.0,2557,3584,0,7,-7
6,0.93,33601,410.17,410.25,0.09,9.5,9.5,0.0,-0.0,-0.1,-0.0,2569,3596,0,7,-6
7,1.09,33599,410.14,410.25,0.11,12.2,12.3,0.0,0.0,-0.1,-0.0,2544,3565,0,8,-9
8,1.25,33600,410.16,410.25,0.10,10.8,10.9,0.0,0.0,-0.1,-0.0,2557,3581,0,7,-7
9,1.34,33600,410.16,410.25,0.10,10.8,10.9,0.0,0.0,-0.1,-0.0,2557,3581,0,7,-7
10,1.50,33599,410.14,410.25,0.10,10.8,10.9,0.0,0.0,-0.1,-0.0,2544,3565,0,7,-8
11,1.67,33600,410.16,410.25,0.09,9.4,9.5,0.0,0.0,-0.2,-0.0,2557,3579,0,6,-6
12,1.75,33600,410.16,410.25,0.09,9.4,9.5,0.0,-0.0,-0.2,-0.0,2557,3583,0,6,-6
13,1.91,33600,410.16,410.25,0.09,9.4,9.5,0.0,-0.0,-0.2,-0.0,2557,3581,0,6,-6
14,2.07,33601,410.17,410.24,0.07,8.0,8.2,0.0,0.0,-0.2,-0.0,2569,3593,0,6,-5
15,2.23,33601,410.17,410.24,0.07,8.0,8.2,0.0,-0.0,-0.2,-0.0,2569,3596,0,6,-5
16,2.39,33599,410.14,410.24,0.10,10.7,10.9,0.0,0.0,-0.2,-0.0,2544,3566,0,7,-8
17,2.47,33599,410.14,410.24,0.10,10.7,10.9,0.0,0.0,-0.2,-0.0,2544,3566,0,7,-8
18,2.63,33598,410.13,410.24,0.11,12.0,12.3,0.0,0.0,-0.2,-0.0,2532,3551,0,8,-9
19,2.79,33598,410.13,410.24,0.11,12.0,12.3,0.0,0.0,-0.2,-0.0,2532,3551,0,8,-9
20,2.95,33598,410.13,410.24,0.11,12.0,12.3,0.0,0.0,-0.3,-0.0,2532,3554,0,8,-9
21,3.11,33600,410.16,410.24,0.09,9.3,9.5,0.0,-0.0,-0.3,-0.0,2557,3583,0,6,-6
22,3.19,33601,410.17,410.24,0.07,7.9,8.2,0.0,-0.0,-0.3,-0.0,2569,3598,0,6,-5
23,3.35,33597,410.12,410.24,0.12,13.3,13.6,0.0,0.0,-0.3,-0.0,2519,3542,0,9,-10
24,3.52,33597,410.12,410.23,0.11,12.0,12.3,0.0,0.0,-0.3,-0.0,2519,3542,0,8,-9
25,3.68,33595,410.10,410.23,0.13,14.7,15.0,0.0,0.0,-0.3,-0.0,2494,3514,0,9,-11
26,3.76,33595,410.10,410.23,0.13,14.7,15.0,0.0,0.0,-0.3,-0.0,2494,3511,0,9,-11
27,3.92,33590,410.03,410.23,0.20,21.5,21.8,0.0,0.0,-0.3,-0.0,2432,3441,0,11,-18
28,4.08,33595,410.10,410.23,0.13,14.6,15.0,0.0,0.0,-0.4,-0.0,2494,3515,0,9,-11
