Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term,Measured Step Phase,Desired Step Phase,Phase Shift,Coil A Current,Coil B Current
0,0.04,33597,410.12,410.25,0.13,14.8,14.8,0.0,-0.0,-0.0,-0.0,2519,3548,0,10,-11
1,0.21,33597,410.12,410.25,0.13,14.8,14.8,0.0,-0.0,-0.0,-0.0,2519,3546,0,10,-11
2,0.36,33598,410.13,410.25,0.12,13.4,13.4,0.0,0.0,-0.0,-0.0,2532,3555,0,9,-10
3,0.52,33594,410.08,410.25,0.17,18.8,18.8,0.0,0.0,-0.0,-0.0,2482,3503,0,11,-14
4,0.61,33594,410.08,410.25,0.17,18.8,18.8,0.0,0.0,-0.0,-0.0,2482,3503,0,11,-14
5,0.77,33596,410.11,410.25,0.15,16.1,16.1,0.0,0.0,-0.0,-0.0,2507,3530,0,10,-12
6,0.93,33599,410.14,410.25,0.11,12.1,12.1,0.0,-0.0,-0.0,-0.0,2544,3570,0,8,-8
7,1.09,33596,410.11,410.25,0.15,16.1,16.1,0.0,-0.0,-0.0,-0.0,2507,3532,0,10,-12
8,1.25,33596,410.11,410.25,0.15,16.1,16.1,0.0,-0.0,-0.0,-0.0,2507,3534,0,10,-12
9,1.33,33595,410.10,410.25,0.16,17.5,17.5,0.0,0.0,-0.0,-0.0,2494,3516,0,11,-13
10,1.50,33595,410.10,410.25,0.15,16.1,16.1,0.0,0.0,-0.0,-0.0,2494,3515,0,10,-12
11,1.65,33597,410.12,410.25,0.12,13.4,13.4,0.0,-0.0,-0.0,-0.0,2519,3545,0,9,-10
12,1.82,33597,410.12,410.25,0.12,13.4,13.4,0.0,-0.0,-0.0,-0.0,2519,3543,0,9,-10
13,1.90,33598,410.13,410.25,0.11,12.1,12.1,0.0,-0.0,-0.0,-0.0,2532,3559,0,8,-9
14,2.06,33597,410.12,410.24,0.12,13.4,13.4,0.0,-0.0,-0.0,-0.0,2519,3546,0,9,-10
15,2.22,33600,410.16,410.24,0.09,9.4,9.4,0.0,-0.0,-0.0,-0.0,2557,3586,0,6,-6
16,2.39,33597,410.12,410.24,0.12,13.4,13.4,0.0,0.0,-0.0,-0.0,2519,3543,0,9,-10
17,2.47,33597,410.12,410.24,0.12,13.4,13.4,0.0,0.0,-0.0,-0.0,2519,3543,0,9,-10
18,2.63,33597,410.12,410.24,0.12,13.4,13.4,0.0,0.0,-0.0,-0.0,2519,3543,0,9,-10
19,2.79,33599,410.14,410.24,0.10,10.7,10.7,0.0,-0.0,-0.0,-0.0,2544,3571,0,7,-8
20,2.95,33593,410.07,410.24,0.17,18.8,18.8,0.0,0.0,-0.0,-0.0,2469,3484,0,11,-15
21,3.03,33594,410.08,410.24,0.16,17.5,17.5,0.0,0.0,-0.0,-0.0,2482,3501,0,10,-13
22,3.20,33598,410.13,410.24,0.11,12.1,12.1,0.0,-0.0,-0.0,-0.0,2532,3557,0,8,-9
23,3.37,33596,410.11,410.24,0.13,14.8,14.8,0.0,0.0,-0.0,-0.0,2507,3527,0,9,-11
24,3.53,33597,410.12,410.23,0.11,12.1,12.1,0.0,-0.0,-0.0,-0.0,2519,3543,0,8,-9
25,3.61,33598,410.13,410.23,0.10,10.7,10.7,0.0,-0.0,-0.0,-0.0,2532,3564,0,7,-8
26,3.78,33597,410.12,410.23,0.11,12.1,12.1,0.0,-0.0,-0.0,-0.0,2519,3543,0,8,-9
27,3.94,33596,410.11,410.23,0.12,13.4,13.4,0.0,0.0,-0.0,-0.0,2507,3528,0,8,-10
