Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term,Measured Step Phase,Desired Step Phase,Phase Shift,Coil A Current,Coil B Current
0,0.04,33573,409.83,410.25,0.43,73.4,73.4,0.0,-0.0,-0.0,-0.0,2219,3332,0,28,-66
1,0.20,33589,410.02,410.25,0.23,39.9,39.9,0.0,-0.0,-0.0,-0.0,2419,3536,0,25,-29
2,0.37,33605,410.22,410.25,0.04,6.3,6.3,0.0,-0.0,-0.0,-0.0,2619,3736,0,5,-3
3,0.53,33624,410.45,410.25,-0.20,-33.6,-33.6,0.0,-0.0,-0.0,-0.0,2857,1935,0,-32,6
4,0.62,33634,410.57,410.25,-0.32,-54.6,-54.6,0.0,-0.0,-0.0,-0.0,2982,2074,0,-53,-2
5,0.78,33649,410.75,410.25,-0.50,-86.0,-86.0,0.0,-0.0,-0.0,-0.0,3169,2243,0,-80,-25
6,0.95,33665,410.95,410.25,-0.70,-119.6,-119.6,0.0,-0.0,-0.0,-0.0,3369,2446,0,-95,-66
7,1.11,33681,411.15,410.25,-0.89,-153.1,-153.1,0.0,-0.0,-0.0,-0.0,3569,2642,0,-91,-117
8,1.20,33689,411.24,410.25,-0.99,-170.0,-170.0,0.0,-0.0,-0.0,-0.0,3669,2745,0,-79,-144
9,1.36,33701,411.39,410.25,-1.15,-197.2,-197.2,0.0,-0.0,-0.0,-0.0,3819,2881,0,-55,-183
10,1.53,33709,411.49,410.25,-1.25,-214.0,-214.0,0.0,-0.0,-0.0,-0.0,3919,2975,0,-31,-205
11,1.61,33713,411.54,410.25,-1.29,-222.4,-222.4,0.0,-0.0,-0.0,-0.0,3969,3020,0,-17,-215
12,1.78,33722,411.65,410.25,-1.40,-241.2,-241.2,0.0,-0.0,-0.0,-0.0,4082,3117,0,16,-233
13,1.94,33726,411.69,410.25,-1.45,-249.6,-249.6,0.0,-0.0,-0.0,-0.0,36,3152,0,30,-240
14,2.10,33726,411.69,410.24,-1.45,-249.6,-249.6,0.0,-0.0,-0.0,-0.0,36,3139,0,25,-241
15,2.19,33725,411.68,410.24,-1.44,-247.6,-247.6,0.0,-0.0,-0.0,-0.0,23,3120,0,18,-239
16,2.35,33724,411.67,410.24,-1.43,-245.5,-245.5,0.0,-0.0,-0.0,-0.0,11,3093,0,8,-238
17,2.52,33719,411.61,410.24,-1.37,-235.0,-235.0,0.0,0.0,-0.0,-0.0,4044,3011,0,-21,-227
18,2.68,33711,411.51,410.24,-1.27,-218.2,-218.2,0.0,0.0,-0.0,-0.0,3944,2898,0,-56,-204
19,2.77,33707,411.46,410.24,-1.22,-209.9,-209.9,0.0,0.0,-0.0,-0.0,3894,2840,0,-71,-191
20,2.93,33698,411.35,410.24,-1.11,-190.9,-190.9,0.0,0.0,-0.0,-0.0,3782,2717,0,-96,-158
