Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term,Measured Step Phase,Desired Step Phase,Phase Shift,Coil A Current,Coil B Current
0,0.04,33600,410.16,410.25,0.10,8.3,8.2,0.0,0.1,-0.0,-0.0,2557,3578,0,6,-6
1,0.21,33598,410.13,410.25,0.12,10.3,10.2,0.0,0.0,-0.0,-0.0,2532,3554,0,7,-7
2,0.37,33597,410.12,410.25,0.13,11.3,11.2,0.0,0.1,-0.0,-0.0,2519,3540,0,7,-8
3,0.53,33597,410.12,410.25,0.13,11.2,11.2,0.0,0.0,-0.0,-0.0,2519,3542,0,7,-8
4,0.61,33597,410.12,410.25,0.13,11.3,11.2,0.0,0.1,-0.1,-0.0,2519,3540,0,7,-8
5,0.77,33596,410.11,410.25,0.15,12.4,12.3,0.0,0.2,-0.1,-0.0,2507,3525,0,8,-9
6,0.94,33595,410.10,410.25,0.16,13.4,13.3,0.0,0.1,-0.1,-0.0,2494,3514,0,8,-10
7,1.10,33596,410.11,410.25,0.15,12.2,12.3,0.0,0.0,-0.1,-0.0,2507,3529,0,8,-9
8,1.26,33596,410.11,410.25,0.15,12.2,12.3,0.0,0.0,-0.1,-0.0,2507,3529,0,8,-9
9,1.34,33595,410.10,410.25,0.15,12.2,12.3,0.0,0.0,-0.1,-0.0,2494,3515,0,7,-9
10,1.50,33595,410.10,410.25,0.15,12.1,12.3,0.0,-0.0,-0.1,-0.0,2494,3518,0,7,-9
11,1.66,33594,410.08,410.25,0.16,13.2,13.3,0.0,0.0,-0.1,-0.0,2482,3503,0,8,-10
12,1.82,33592,410.06,410.25,0.18,15.3,15.3,0.0,0.1,-0.2,-0.0,2457,3475,0,9,-12
13,1.90,33591,410.05,410.25,0.20,16.4,16.4,0.0,0.2,-0.2,-0.0,2444,3461,0,9,-13
14,2.07,33591,410.05,410.24,0.20,16.4,16.4,0.0,0.2,-0.2,-0.0,2444,3462,0,9,-13
15,2.22,33590,410.03,410.24,0.21,17.4,17.4,0.0,0.2,-0.2,-0.0,2432,3450,0,9,-14
16,2.38,33592,410.06,410.24,0.18,15.1,15.3,0.0,0.0,-0.2,-0.0,2457,3481,0,9,-12
17,2.47,33592,410.06,410.24,0.18,15.1,15.3,0.0,0.0,-0.2,-0.0,2457,3481,0,9,-12
18,2.63,33591,410.05,410.24,0.20,16.1,16.4,0.0,0.0,-0.2,-0.0,2444,3468,0,9,-13
19,2.79,33591,410.05,410.24,0.20,16.1,16.4,0.0,-0.0,-0.2,-0.0,2444,3470,0,9,-13
20,2.95,33590,410.03,410.24,0.21,17.1,17.4,0.0,0.0,-0.3,-0.0,2432,3456,0,9,-14
21,3.04,33588,410.01,410.24,0.23,19.3,19.4,0.0,0.2,-0.3,-0.0,2407,3425,0,10,-16
22,3.20,33587,410.00,410.24,0.24,20.4,20.5,0.0,0.2,-0.3,-0.0,2394,3411,0,10,-17
23,3.36,33588,410.01,410.24,0.23,19.3,19.4,0.0,0.1,-0.3,-0.0,2407,3426,0,10,-16
