Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term,Measured Step Phase,Desired Step Phase,Phase Shift,Coil A Current,Coil B Current
0,0.04,33597,410.12,410.25,0.13,18.8,18.8,0.0,0.0,-0.0,-0.0,2519,3536,0,12,-14
1,0.20,33600,410.16,410.25,0.10,13.6,13.6,0.0,-0.0,-0.0,-0.0,2557,3582,0,9,-9
2,0.37,33597,410.12,410.25,0.13,18.7,18.8,0.0,0.0,-0.0,-0.0,2519,3537,0,12,-14
3,0.53,33598,410.13,410.25,0.12,17.0,17.0,0.0,0.0,-0.1,-0.0,2532,3549,0,11,-12
4,0.62,33598,410.13,410.25,0.12,17.0,17.0,0.0,0.0,-0.1,-0.0,2532,3554,0,11,-12
5,0.78,33598,410.13,410.25,0.12,17.0,17.0,0.0,0.0,-0.1,-0.0,2532,3556,0,11,-12
6,0.94,33595,410.10,410.25,0.16,22.1,22.2,0.0,0.0,-0.1,-0.0,2494,3512,0,13,-17
7,1.10,33599,410.14,410.25,0.11,15.2,15.3,0.0,-0.0,-0.1,-0.0,2544,3571,0,10,-11
8,1.19,33597,410.12,410.25,0.13,18.6,18.8,0.0,0.0,-0.1,-0.0,2519,3541,0,12,-14
9,1.35,33596,410.11,410.25,0.13,18.6,18.8,0.0,0.0,-0.1,-0.0,2507,3528,0,12,-14
10,1.52,33599,410.14,410.25,0.10,13.5,13.6,0.0,-0.0,-0.1,-0.0,2544,3571,0,9,-9
11,1.68,33598,410.13,410.25,0.11,15.2,15.3,0.0,-0.0,-0.2,-0.0,2532,3559,0,10,-11
12,1.76,33598,410.13,410.25,0.11,15.2,15.3,0.0,0.0,-0.2,-0.0,2532,3555,0,10,-11
13,1.92,33598,410.13,410.25,0.11,15.2,15.3,0.0,-0.0,-0.2,-0.0,2532,3559,0,10,-11
14,2.08,33599,410.14,410.24,0.10,13.5,13.6,0.0,-0.0,-0.2,-0.0,2544,3569,0,9,-9
15,2.24,33600,410.16,410.24,0.09,11.7,11.9,0.0,-0.0,-0.2,-0.0,2557,3584,0,8,-8
16,2.32,33599,410.14,410.24,0.10,13.4,13.6,0.0,-0.0,-0.2,-0.0,2544,3570,0,9,-9
17,2.49,33599,410.14,410.24,0.10,13.4,13.6,0.0,-0.0,-0.2,-0.0,2544,3570,0,9,-9
18,2.64,33601,410.17,410.24,0.07,10.0,10.2,0.0,-0.0,-0.2,-0.0,2569,3596,0,7,-7
19,2.81,33597,410.12,410.24,0.12,16.8,17.0,0.0,0.0,-0.2,-0.0,2519,3539,0,11,-12
20,2.89,33598,410.13,410.24,0.11,15.1,15.3,0.0,0.0,-0.3,-0.0,2532,3553,0,10,-11
