Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term,Measured Step Phase,Desired Step Phase,Phase Shift,Coil A Current,Coil B Current
0,0.04,33603,410.19,410.25,0.06,17.6,5.1,12.5,0.0,-0.0,-0.0,2594,3613,0,13,-12
1,0.19,33604,410.21,410.25,0.05,16.6,4.1,12.5,-0.0,-0.0,-0.0,2607,3632,0,12,-10
2,0.36,33604,410.21,410.25,0.05,16.6,4.1,12.5,-0.0,-0.0,-0.0,2607,3632,0,12,-10
3,0.52,33604,410.21,410.25,0.05,16.6,4.1,12.5,-0.0,-0.0,-0.0,2607,3633,0,12,-10
4,0.68,33605,410.22,410.25,0.04,15.5,3.1,12.5,-0.0,-0.1,-0.0,2619,3646,0,12,-10
5,0.76,33605,410.22,410.25,0.04,15.5,3.1,12.5,-0.0,-0.1,-0.0,2619,3644,0,12,-10
6,0.92,33604,410.21,410.25,0.05,16.5,4.1,12.5,0.0,-0.1,-0.0,2607,3631,0,12,-10
7,1.08,33606,410.23,410.25,0.02,14.5,2.0,12.5,-0.0,-0.1,-0.0,2632,3659,0,11,-9
8,1.25,33607,410.24,410.25,0.01,13.4,1.0,12.5,-0.0,-0.1,-0.0,2644,3671,0,10,-8
9,1.33,33607,410.24,410.25,0.00,12.4,0.0,12.5,-0.0,-0.1,-0.0,2644,3671,0,10,-7
10,1.49,33606,410.23,410.25,0.01,13.4,1.0,12.5,-0.0,-0.1,-0.0,2632,3660,0,10,-8
11,1.66,33604,410.21,410.25,0.04,15.4,3.1,12.5,0.0,-0.1,-0.0,2607,3630,0,11,-10
12,1.82,33604,410.21,410.25,0.04,15.4,3.1,12.5,0.0,-0.2,-0.0,2607,3627,0,11,-10
13,1.90,33604,410.21,410.25,0.04,15.4,3.1,12.5,0.0,-0.2,-0.0,2607,3627,0,11,-10
14,2.07,33603,410.19,410.24,0.05,16.4,4.1,12.5,0.0,-0.2,-0.0,2594,3612,0,12,-11
15,2.22,33606,410.23,410.24,0.01,13.4,1.0,12.5,0.0,-0.2,-0.0,2632,3656,0,10,-8
16,2.38,33608,410.25,410.24,-0.01,11.3,-1.0,12.5,-0.0,-0.2,-0.0,2657,3687,0,9,-6
17,2.47,33608,410.25,410.24,-0.01,11.3,-1.0,12.5,-0.0,-0.2,-0.0,2657,3687,0,9,-6
18,2.63,33608,410.25,410.24,-0.01,11.3,-1.0,12.5,-0.0,-0.2,-0.0,2657,3689,0,9,-6
19,2.79,33603,410.19,410.24,0.05,16.4,4.1,12.5,0.0,-0.2,-0.0,2594,3614,0,12,-11
20,2.96,33603,410.19,410.24,0.05,16.4,4.1,12.5,0.0,-0.3,-0.0,2594,3615,0,12,-11
21,3.04,33603,410.19,410.24,0.05,16.3,4.1,12.5,0.0,-0.3,-0.0,2594,3610,0,12,-11
22,3.20,33601,410.17,410.24,0.07,18.4,6.1,12.5,0.0,-0.3,-0.0,2569,3583,0,13,-13
23,3.36,33601,410.17,410.24,0.07,18.4,6.1,12.5,0.0,-0.3,-0.0,2569,3586,0,13,-13
