Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term,Measured Step Phase,Desired Step Phase,Phase Shift,Coil A Current,Coil B Current
0,0.04,33592,410.06,410.25,0.20,18.4,18.4,0.0,0.0,-0.0,-0.0,2457,3478,0,10,-14
1,0.20,33593,410.07,410.25,0.18,17.2,17.3,0.0,0.0,-0.0,-0.0,2469,3493,0,10,-13
2,0.37,33596,410.11,410.25,0.15,13.8,13.8,0.0,-0.0,-0.0,-0.0,2507,3537,0,9,-10
3,0.53,33598,410.13,410.25,0.12,11.5,11.5,0.0,-0.0,-0.0,-0.0,2532,3560,0,8,-8
4,0.61,33595,410.10,410.25,0.16,14.9,15.0,0.0,0.0,-0.1,-0.0,2494,3518,0,9,-11
5,0.77,33595,410.10,410.25,0.16,14.9,15.0,0.0,-0.0,-0.1,-0.0,2494,3522,0,9,-11
6,0.93,33594,410.08,410.25,0.17,16.0,16.1,0.0,0.0,-0.1,-0.0,2482,3503,0,10,-12
7,1.10,33592,410.06,410.25,0.20,18.3,18.4,0.0,0.0,-0.1,-0.0,2457,3472,0,10,-15
8,1.18,33592,410.06,410.25,0.20,18.3,18.4,0.0,0.0,-0.1,-0.0,2457,3471,0,10,-15
9,1.34,33596,410.11,410.25,0.13,12.5,12.7,0.0,-0.0,-0.1,-0.0,2507,3533,0,8,-9
10,1.50,33594,410.08,410.25,0.16,14.8,15.0,0.0,-0.0,-0.1,-0.0,2482,3506,0,9,-11
11,1.67,33593,410.07,410.25,0.17,16.0,16.1,0.0,0.0,-0.1,-0.0,2469,3491,0,9,-12
12,1.75,33593,410.07,410.25,0.17,15.9,16.1,0.0,-0.0,-0.2,-0.0,2469,3495,0,9,-12
13,1.91,33595,410.10,410.25,0.15,13.6,13.8,0.0,-0.0,-0.2,-0.0,2494,3519,0,8,-10
14,2.08,33594,410.08,410.24,0.16,14.8,15.0,0.0,0.0,-0.2,-0.0,2482,3506,0,9,-11
15,2.23,33594,410.08,410.24,0.16,14.8,15.0,0.0,0.0,-0.2,-0.0,2482,3506,0,9,-11
16,2.32,33595,410.10,410.24,0.15,13.6,13.8,0.0,-0.0,-0.2,-0.0,2494,3521,0,8,-10
17,2.48,33596,410.11,410.24,0.13,12.4,12.7,0.0,-0.0,-0.2,-0.0,2507,3534,0,8,-9
18,2.64,33596,410.11,410.24,0.13,12.4,12.7,0.0,-0.0,-0.2,-0.0,2507,3534,0,8,-9
19,2.80,33597,410.12,410.24,0.12,11.3,11.5,0.0,-0.0,-0.3,-0.0,2519,3549,0,7,-8
20,2.96,33598,410.13,410.24,0.11,10.1,10.4,0.0,-0.0,-0.3,-0.0,2532,3561,0,7,-7
