Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term,Measured Step Phase,Desired Step Phase,Phase Shift,Coil A Current,Coil B Current
0,0.04,33599,410.14,410.25,0.11,9.2,9.2,0.0,0.0,-0.0,-0.0,2544,3566,0,6,-6
1,0.21,33599,410.14,410.25,0.11,9.2,9.2,0.0,-0.0,-0.0,-0.0,2544,3569,0,6,-6
2,0.37,33601,410.17,410.25,0.09,7.1,7.2,0.0,0.0,-0.0,-0.0,2569,3587,0,5,-5
3,0.53,33601,410.17,410.25,0.09,7.1,7.2,0.0,-0.0,-0.0,-0.0,2569,3595,0,5,-5
4,0.69,33601,410.17,410.25,0.09,7.1,7.2,0.0,-0.0,-0.1,-0.0,2569,3596,0,5,-5
5,0.77,33602,410.18,410.25,0.07,6.1,6.1,0.0,-0.0,-0.1,-0.0,2582,3611,0,4,-4
6,0.93,33603,410.19,410.25,0.06,5.0,5.1,0.0,-0.0,-0.1,-0.0,2594,3621,0,4,-3
7,1.09,33598,410.13,410.25,0.12,10.1,10.2,0.0,0.0,-0.1,-0.0,2532,3552,0,7,-7
8,1.18,33598,410.13,410.25,0.12,10.1,10.2,0.0,0.0,-0.1,-0.0,2532,3551,0,7,-7
9,1.33,33599,410.14,410.25,0.11,9.1,9.2,0.0,0.0,-0.1,-0.0,2544,3565,0,6,-6
10,1.50,33599,410.14,410.25,0.10,8.1,8.2,0.0,0.0,-0.1,-0.0,2544,3561,0,5,-6
11,1.66,33600,410.16,410.25,0.09,7.0,7.2,0.0,-0.0,-0.1,-0.0,2557,3581,0,5,-5
12,1.82,33601,410.17,410.25,0.07,6.0,6.1,0.0,-0.0,-0.2,-0.0,2569,3598,0,4,-4
13,1.90,33601,410.17,410.25,0.07,6.0,6.1,0.0,-0.0,-0.2,-0.0,2569,3595,0,4,-4
14,2.06,33602,410.18,410.24,0.06,4.9,5.1,0.0,-0.0,-0.2,-0.0,2582,3611,0,4,-3
15,2.22,33602,410.18,410.24,0.06,4.9,5.1,0.0,-0.0,-0.2,-0.0,2582,3609,0,3,-3
16,2.39,33600,410.16,410.24,0.09,6.9,7.2,0.0,0.0,-0.2,-0.0,2557,3579,0,5,-5
17,2.54,33602,410.18,410.24,0.06,4.9,5.1,0.0,-0.0,-0.2,-0.0,2582,3607,0,3,-3
18,2.62,33600,410.16,410.24,0.09,6.9,7.2,0.0,0.0,-0.2,-0.0,2557,3576,0,5,-5
19,2.79,33600,410.16,410.24,0.09,6.9,7.2,0.0,0.0,-0.3,-0.0,2557,3578,0,5,-5
20,2.94,33602,410.18,410.24,0.06,4.9,5.1,0.0,-0.0,-0.3,-0.0,2582,3609,0,3,-3
21,3.11,33601,410.17,410.24,0.07,5.9,6.1,0.0,0.0,-0.3,-0.0,2569,3592,0,4,-4
22,3.19,33601,410.17,410.24,0.07,5.8,6.1,0.0,0.0,-0.3,-0.0,2569,3591,0,4,-4
23,3.35,33599,410.14,410.24,0.10,7.9,8.2,0.0,0.0,-0.3,-0.0,2544,3566,0,5,-6
24,3.51,33601,410.17,410.23,0.06,4.8,5.1,0.0,-0.0,-0.3,-0.0,2569,3593,0,3,-3
25,3.67,33602,410.18,410.23,0.05,3.8,4.1,0.0,-0.0,-0.3,-0.0,2582,3607,0,3,-2
26,3.76,33602,410.18,410.23,0.05,3.7,4.1,0.0,-0.0,-0.4,-0.0,2582,3608,0,3,-2
27,3.92,33602,410.18,410.23,0.05,3.7,4.1,0.0,-0.0,-0.4,-0.0,2582,3609,0,3,-2
28,4.08,33602,410.18,410.23,0.05,3.7,4.1,0.0,-0.0,-0.4,-0.0,2582,3609,0,3,-2
29,4.24,33602,410.18,410.23,0.05,3.7,4.1,0.0,-0.0,-0.4,-0.0,2582,3608,0,3,-2
30,4.32,33603,410.19,410.23,0.04,2.7,3.1,0.0,-0.0,-0.4,-0.0,2594,3620,0,2,-2
31,4.48,33600,410.16,410.23,0.07,5.8,6.1,0.0,0.0,-0.4,-0.0,2557,3578,0,4,-4
32,4.65,33603,410.19,410.22,0.02,1.6,2.0,0.0,-0.0,-0.4,-0.0,2594,3619,0,1,-1
33,4.81,33602,410.18,410.22,0.04,2.6,3.1,0.0,-0.0,-0.4,-0.0,2582,3606,0,2,-2
34,4.89,33601,410.17,410.22,0.05,3.7,4.1,0.0,0.0,-0.4,-0.0,2569,3592,0,3,-2
35,5.07,33600,410.16,410.22,0.06,4.6,5.1,0.0,0.0,-0.5,-0.0,2557,3579,0,3,-3
36,5.23,33604,410.21,410.22,0.01,0.6,1.0,0.0,-0.0,-0.5,-0.0,2607,3634,0,0,0
37,5.32,33601,410.17,410.21,0.05,3.6,4.1,0.0,0.0,-0.5,-0.0,2569,3590,0,2,-2
38,5.49,33602,410.18,410.21,0.04,2.6,3.1,0.0,0.0,-0.5,-0.0,2582,3606,0,2,-2
39,5.65,33603,410.19,410.21,0.01,0.5,1.0,0.0,-0.0,-0.5,-0.0,2594,3625,0,0,0
40,5.81,33601,410.17,410.21,0.04,2.6,3.1,0.0,0.0,-0.5,-0.0,2569,3590,0,2,-2
41,5.90,33599,410.14,410.21,0.06,4.6,5.1,0.0,0.0,-0.6,-0.0,2544,3560,0,3,-3
42,6.07,33601,410.17,410.20,0.04,2.5,3.1,0.0,-0.0,-0.5,-0.0,2569,3593,0,2,-2
43,6.23,33602,410.18,410.20,0.02,1.5,2.0,0.0,0.0,-0.6,-0.0,2582,3605,0,1,-1
44,6.39,33602,410.18,410.20,0.02,1.4,2.0,0.0,0.0,-0.6,-0.0,2582,3606,0,1,-1
45,6.46,33602,410.18,410.20,0.01,0.5,1.0,0.0,-0.0,-0.5,-0.0,2582,3607,0,0,0
46,6.63,33602,410.18,410.20,0.01,0.4,1.0,0.0,-0.0,-0.6,-0.0,2582,3609,0,0,0
47,6.79,33602,410.18,410.19,0.01,0.5,1.0,0.0,-0.0,-0.6,-0.0,2582,3606,0,0,0
48,6.95,33603,410.19,410.19,0.00,-0.6,0.0,0.0,-0.0,-0.6,-0.0,2594,1572,0,0,0
