Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term,Measured Step Phase,Desired Step Phase,Phase Shift,Coil A Current,Coil B Current
0,0.04,33596,410.11,410.25,0.15,16.4,16.4,0.0,0.0,-0.0,-0.0,2507,3528,0,10,-12
1,0.20,33596,410.11,410.25,0.15,16.3,16.4,0.0,0.0,-0.0,-0.0,2507,3528,0,10,-12
2,0.35,33597,410.12,410.25,0.13,15.0,15.0,0.0,0.0,-0.0,-0.0,2519,3541,0,10,-11
3,0.51,33596,410.11,410.25,0.15,16.3,16.4,0.0,0.0,-0.0,-0.0,2507,3531,0,10,-12
4,0.67,33598,410.13,410.25,0.12,13.6,13.6,0.0,-0.0,-0.1,-0.0,2532,3559,0,9,-10
5,0.76,33598,410.13,410.25,0.12,13.6,13.6,0.0,-0.0,-0.1,-0.0,2532,3559,0,9,-10
6,0.92,33596,410.11,410.25,0.15,16.3,16.4,0.0,0.0,-0.1,-0.0,2507,3531,0,10,-12
7,1.08,33595,410.10,410.25,0.16,17.6,17.7,0.0,0.0,-0.1,-0.0,2494,3517,0,11,-13
8,1.24,33596,410.11,410.25,0.15,16.3,16.4,0.0,0.0,-0.1,-0.0,2507,3530,0,10,-12
9,1.32,33597,410.12,410.25,0.13,14.9,15.0,0.0,0.0,-0.1,-0.0,2519,3541,0,9,-11
10,1.49,33596,410.11,410.25,0.13,14.9,15.0,0.0,-0.0,-0.1,-0.0,2507,3531,0,9,-11
11,1.65,33598,410.13,410.25,0.11,12.1,12.3,0.0,-0.0,-0.1,-0.0,2532,3560,0,8,-9
12,1.81,33597,410.12,410.25,0.12,13.5,13.6,0.0,-0.0,-0.2,-0.0,2519,3546,0,9,-10
13,1.89,33597,410.12,410.25,0.12,13.5,13.6,0.0,-0.0,-0.2,-0.0,2519,3545,0,9,-10
14,2.06,33598,410.13,410.24,0.11,12.1,12.3,0.0,-0.0,-0.2,-0.0,2532,3559,0,8,-9
15,2.22,33595,410.10,410.24,0.15,16.2,16.4,0.0,0.0,-0.2,-0.0,2494,3515,0,10,-12
16,2.39,33596,410.11,410.24,0.13,14.8,15.0,0.0,0.0,-0.2,-0.0,2507,3528,0,9,-11
17,2.47,33598,410.13,410.24,0.11,12.0,12.3,0.0,-0.0,-0.2,-0.0,2532,3558,0,8,-9
18,2.63,33599,410.14,410.24,0.10,10.7,10.9,0.0,-0.0,-0.2,-0.0,2544,3571,0,7,-7
19,2.80,33599,410.14,410.24,0.10,10.7,10.9,0.0,-0.0,-0.2,-0.0,2544,3569,0,7,-7
20,2.95,33597,410.12,410.24,0.12,13.4,13.6,0.0,-0.0,-0.3,-0.0,2519,3546,0,9,-10
21,3.04,33599,410.14,410.24,0.10,10.6,10.9,0.0,-0.0,-0.3,-0.0,2544,3573,0,7,-7
22,3.21,33598,410.13,410.24,0.11,12.0,12.3,0.0,0.0,-0.3,-0.0,2532,3554,0,8,-9
23,3.37,33599,410.14,410.24,0.10,10.6,10.9,0.0,0.0,-0.3,-0.0,2544,3568,0,7,-7
24,3.54,33597,410.12,410.23,0.11,12.0,12.3,0.0,0.0,-0.3,-0.0,2519,3542,0,8,-9
25,3.62,33599,410.14,410.23,0.09,9.2,9.5,0.0,-0.0,-0.3,-0.0,2544,3571,0,6,-6
26,3.78,33600,410.16,410.23,0.07,7.9,8.2,0.0,0.0,-0.3,-0.0,2557,3580,0,5,-5
27,3.95,33599,410.14,410.23,0.09,9.2,9.5,0.0,-0.0,-0.3,-0.0,2544,3569,0,6,-6
28,4.11,33598,410.13,410.23,0.10,10.5,10.9,0.0,-0.0,-0.4,-0.0,2532,3557,0,7,-8
29,4.19,33598,410.13,410.23,0.10,10.5,10.9,0.0,-0.0,-0.4,-0.0,2532,3558,0,7,-7
30,4.36,33598,410.13,410.23,0.10,10.5,10.9,0.0,0.0,-0.4,-0.0,2532,3551,0,7,-8
31,4.52,33598,410.13,410.22,0.10,10.5,10.9,0.0,0.0,-0.4,-0.0,2532,3555,0,7,-8
32,4.68,33598,410.13,410.22,0.09,9.1,9.5,0.0,-0.0,-0.4,-0.0,2532,3556,0,6,-7
33,4.76,33596,410.11,410.22,0.11,11.8,12.3,0.0,0.0,-0.5,-0.0,2507,3528,0,7,-9
34,4.93,33596,410.11,410.22,0.11,11.8,12.3,0.0,0.0,-0.5,-0.0,2507,3528,0,7,-9
35,5.09,33596,410.11,410.22,0.11,11.9,12.3,0.0,0.0,-0.4,-0.0,2507,3528,0,7,-9
36,5.26,33596,410.11,410.22,0.11,11.7,12.3,0.0,0.0,-0.6,-0.0,2507,3527,0,7,-9
37,5.34,33596,410.11,410.21,0.11,11.8,12.3,0.0,0.0,-0.5,-0.0,2507,3528,0,7,-9
38,5.51,33596,410.11,410.21,0.11,11.8,12.3,0.0,0.0,-0.5,-0.0,2507,3531,0,7,-9
39,5.67,33594,410.08,410.21,0.12,13.1,13.6,0.0,0.0,-0.5,-0.0,2482,3503,0,8,-10
40,5.76,33594,410.08,410.21,0.12,13.1,13.6,0.0,0.0,-0.6,-0.0,2482,3503,0,8,-10
41,5.91,33594,410.08,410.21,0.12,13.1,13.6,0.0,0.0,-0.5,-0.0,2482,3503,0,8,-10
42,6.07,33593,410.07,410.20,0.13,14.5,15.0,0.0,0.0,-0.5,-0.0,2469,3489,0,8,-11
43,6.24,33591,410.05,410.20,0.16,17.1,17.7,0.0,0.0,-0.6,-0.0,2444,3462,0,9,-14
44,6.33,33591,410.05,410.20,0.16,17.1,17.7,0.0,0.0,-0.6,-0.0,2444,3463,0,9,-14
45,6.50,33592,410.06,410.20,0.13,14.4,15.0,0.0,0.0,-0.6,-0.0,2457,3478,0,8,-11
46,6.65,33592,410.06,410.19,0.13,14.4,15.0,0.0,0.0,-0.6,-0.0,2457,3480,0,8,-11
47,6.81,33593,410.07,410.19,0.12,13.0,13.6,0.0,0.0,-0.6,-0.0,2469,3492,0,8,-10
48,6.89,33593,410.07,410.19,0.12,13.0,13.6,0.0,-0.0,-0.7,-0.0,2469,3496,0,8,-10
49,7.06,33594,410.08,410.19,0.11,11.6,12.3,0.0,-0.0,-0.7,-0.0,2482,3509,0,7,-9
50,7.21,33595,410.10,410.18,0.09,8.9,9.5,0.0,-0.0,-0.7,-0.0,2494,3523,0,5,-7
51,7.38,33595,410.10,410.18,0.09,8.9,9.5,0.0,-0.0,-0.6,-0.0,2494,3519,0,5,-7
52,7.46,33593,410.07,410.18,0.11,11.6,12.3,0.0,-0.0,-0.7,-0.0,2469,3493,0,7,-9
53,7.63,33593,410.07,410.18,0.11,11.6,12.3,0.0,0.0,-0.7,-0.0,2469,3491,0,7,-9
54,7.80,33591,410.05,410.17,0.12,12.9,13.6,0.0,0.0,-0.7,-0.0,2444,3462,0,7,-10
55,7.96,33593,410.07,410.17,0.10,10.2,10.9,0.0,0.0,-0.7,-0.0,2469,3490,0,6,-8
56,8.05,33593,410.07,410.17,0.10,10.1,10.9,0.0,0.0,-0.8,-0.0,2469,3490,0,6,-8
57,8.21,33591,410.05,410.17,0.12,12.8,13.6,0.0,0.0,-0.8,-0.0,2444,3466,0,7,-10
58,8.37,33592,410.06,410.16,0.10,10.1,10.9,0.0,0.0,-0.8,-0.0,2457,3478,0,6,-8
59,8.46,33592,410.06,410.16,0.10,10.1,10.9,0.0,-0.0,-0.8,-0.0,2457,3483,0,6,-8
60,8.61,33592,410.06,410.16,0.10,10.2,10.9,0.0,0.0,-0.7,-0.0,2457,3480,0,6,-8
61,8.77,33592,410.06,410.15,0.10,10.1,10.9,0.0,-0.0,-0.8,-0.0,2457,3483,0,6,-8
62,8.93,33593,410.07,410.15,0.07,7.4,8.2,0.0,-0.0,-0.8,-0.0,2469,3495,0,4,-6
63,9.10,33591,410.05,410.15,0.10,10.1,10.9,0.0,0.0,-0.8,-0.0,2444,3466,0,6,-8
64,9.19,33592,410.06,410.14,0.09,8.8,9.5,0.0,-0.0,-0.8,-0.0,2457,3481,0,5,-7
65,9.35,33594,410.08,410.14,0.06,6.0,6.8,0.0,-0.0,-0.8,-0.0,2482,3509,0,4,-5
66,9.52,33594,410.08,410.14,0.05,4.6,5.5,0.0,-0.0,-0.8,-0.0,2482,3509,0,3,-4
67,9.61,33592,410.06,410.13,0.07,7.2,8.2,0.0,0.0,-1.0,-0.0,2457,3479,0,4,-6
68,9.78,33594,410.08,410.13,0.05,4.5,5.5,0.0,-0.0,-0.9,-0.0,2482,3511,0,3,-3
69,9.93,33594,410.08,410.13,0.05,4.6,5.5,0.0,-0.0,-0.8,-0.0,2482,3507,0,3,-4
70,10.09,33595,410.10,410.12,0.02,1.8,2.7,0.0,-0.0,-0.9,-0.0,2494,3519,0,1,-1
71,10.19,33594,410.08,410.12,0.04,3.1,4.1,0.0,-0.0,-1.0,-0.0,2482,3506,0,2,-2
72,10.35,33594,410.08,410.12,0.04,3.2,4.1,0.0,-0.0,-0.9,-0.0,2482,3506,0,2,-2
73,10.51,33593,410.07,410.11,0.04,3.2,4.1,0.0,-0.0,-0.9,-0.0,2469,3492,0,2,-2
74,10.60,33594,410.08,410.11,0.02,1.7,2.7,0.0,-0.0,-1.1,-0.0,2482,3506,0,1,-1
75,10.77,33593,410.07,410.10,0.04,3.1,4.1,0.0,0.0,-1.0,-0.0,2469,3490,0,2,-2
76,10.93,33592,410.06,410.10,0.04,3.1,4.1,0.0,0.0,-1.0,-0.0,2457,3478,0,2,-2
77,11.10,33594,410.08,410.10,0.01,0.4,1.4,0.0,-0.0,-1.0,-0.0,2482,3507,0,0,0
78,11.20,33592,410.06,410.09,0.04,2.9,4.1,0.0,0.0,-1.1,-0.0,2457,3479,0,2,-2
79,11.36,33591,410.05,410.09,0.04,3.1,4.1,0.0,0.0,-1.0,-0.0,2444,3464,0,2,-2
80,11.53,33595,410.10,410.08,-0.01,-2.4,-1.4,0.0,-0.0,-1.0,-0.0,2494,1474,0,-1,2
81,11.62,33594,410.08,410.08,0.00,-1.1,0.0,0.0,-0.0,-1.1,-0.0,2482,1461,0,-1,1
82,11.79,33592,410.06,410.08,0.01,0.3,1.4,0.0,0.0,-1.1,-0.0,2457,3478,0,0,0
83,11.93,33592,410.06,410.07,0.01,0.4,1.4,0.0,-0.0,-0.9,-0.0,2457,3482,0,0,0
84,12.09,33592,410.06,410.07,0.01,0.3,1.4,0.0,-0.0,-1.1,-0.0,2457,3483,0,0,0
85,12.18,33592,410.06,410.06,0.00,-1.1,0.0,0.0,0.0,-1.1,-0.0,2457,1428,0,-1,1
86,12.35,33591,410.05,410.06,0.01,0.3,1.4,0.0,0.0,-1.1,-0.0,2444,3465,0,0,0
87,12.52,33592,410.06,410.05,0.00,-1.2,0.0,0.0,-0.0,-1.2,-0.0,2457,1433,0,-1,1
88,12.60,33591,410.05,410.05,0.00,-1.0,0.0,0.0,-0.0,-1.0,-0.0,2444,1419,0,-1,1
89,12.75,33591,410.05,410.05,0.00,-1.1,0.0,0.0,-0.0,-1.1,-0.0,2444,1419,0,-1,1
90,12.92,33591,410.05,410.04,0.00,-1.1,0.0,0.0,-0.0,-1.1,-0.0,2444,1421,0,-1,1
91,13.08,33594,410.08,410.04,-0.05,-6.6,-5.5,0.0,-0.0,-1.2,-0.0,2482,1461,0,-4,5
92,13.17,33594,410.08,410.03,-0.05,-6.7,-5.5,0.0,-0.0,-1.3,-0.0,2482,1461,0,-4,5
93,13.33,33591,410.05,410.03,-0.02,-3.9,-2.7,0.0,-0.0,-1.2,-0.0,2444,1420,0,-2,3
94,13.49,33592,410.06,410.02,-0.04,-5.3,-4.1,0.0,-0.0,-1.2,-0.0,2457,1435,0,-3,4
95,13.66,33592,410.06,410.02,-0.04,-5.3,-4.1,0.0,0.0,-1.2,-0.0,2457,1431,0,-3,4
96,13.74,33592,410.06,410.01,-0.05,-6.7,-5.5,0.0,0.0,-1.2,-0.0,2457,1430,0,-4,5
97,13.91,33593,410.07,410.01,-0.06,-8.1,-6.8,0.0,-0.0,-1.3,-0.0,2469,1448,0,-5,6
98,14.07,33593,410.07,410.00,-0.07,-9.5,-8.2,0.0,-0.0,-1.3,-0.0,2469,1448,0,-6,7
99,14.17,33593,410.07,410.00,-0.07,-9.6,-8.2,0.0,-0.0,-1.4,-0.0,2469,1447,0,-6,7
100,14.32,33590,410.03,409.99,-0.04,-5.4,-4.1,0.0,0.0,-1.3,-0.0,2432,1405,0,-3,4
101,14.49,33593,410.07,409.99,-0.09,-10.8,-9.5,0.0,-0.0,-1.3,-0.0,2469,1446,0,-6,8
102,14.65,33592,410.06,409.98,-0.07,-9.5,-8.2,0.0,-0.0,-1.3,-0.0,2457,1432,0,-5,7
103,14.74,33592,410.06,409.98,-0.09,-10.9,-9.5,0.0,-0.0,-1.4,-0.0,2457,1431,0,-6,9
104,14.90,33592,410.06,409.97,-0.09,-10.9,-9.5,0.0,-0.0,-1.3,-0.0,2457,1437,0,-6,8
105,15.07,33593,410.07,409.97,-0.11,-13.6,-12.3,0.0,-0.0,-1.3,-0.0,2469,1446,0,-8,11
106,15.25,33589,410.02,409.96,-0.06,-8.3,-6.8,0.0,0.0,-1.5,-0.0,2419,1390,0,-4,7
107,15.33,33592,410.06,409.96,-0.10,-12.4,-10.9,0.0,-0.0,-1.5,-0.0,2457,1433,0,-7,10
108,15.50,33593,410.07,409.95,-0.12,-15.1,-13.6,0.0,-0.0,-1.4,-0.0,2469,1446,0,-9,12
109,15.66,33592,410.06,409.94,-0.11,-13.8,-12.3,0.0,0.0,-1.5,-0.0,2457,1430,0,-8,11
110,15.75,33592,410.06,409.94,-0.12,-15.2,-13.6,0.0,-0.0,-1.6,-0.0,2457,1431,0,-9,12
111,15.93,33593,410.07,409.93,-0.13,-16.6,-15.0,0.0,-0.0,-1.6,-0.0,2469,1451,0,-10,13
112,16.09,33591,410.05,409.93,-0.12,-15.1,-13.6,0.0,0.0,-1.5,-0.0,2444,1417,0,-8,12
113,16.19,33591,410.05,409.92,-0.12,-15.2,-13.6,0.0,0.0,-1.6,-0.0,2444,1417,0,-8,12
114,16.34,33590,410.03,409.92,-0.12,-15.1,-13.6,0.0,-0.0,-1.4,-0.0,2432,1405,0,-8,12
115,16.50,33587,410.00,409.91,-0.09,-11.0,-9.5,0.0,0.0,-1.4,-0.0,2394,1361,0,-5,9
116,16.59,33587,410.00,409.91,-0.10,-12.6,-10.9,0.0,0.0,-1.7,-0.0,2394,1360,0,-6,11
117,16.76,33588,410.01,409.90,-0.11,-13.8,-12.3,0.0,0.0,-1.5,-0.0,2407,1379,0,-7,11
118,16.92,33591,410.05,409.89,-0.16,-19.2,-17.7,0.0,-0.0,-1.5,-0.0,2444,1420,0,-11,15
119,17.09,33589,410.02,409.88,-0.13,-16.6,-15.0,0.0,-0.0,-1.6,-0.0,2419,1393,0,-9,14
120,17.18,33588,410.01,409.88,-0.13,-16.5,-15.0,0.0,-0.0,-1.5,-0.0,2407,1384,0,-8,14
121,17.34,33588,410.01,409.87,-0.13,-16.5,-15.0,0.0,-0.0,-1.5,-0.0,2407,1384,0,-8,14
122,17.51,33585,409.97,409.87,-0.11,-13.8,-12.3,0.0,0.0,-1.6,-0.0,2369,1336,0,-6,12
123,17.60,33585,409.97,409.86,-0.11,-14.0,-12.3,0.0,0.0,-1.7,-0.0,2369,1335,0,-6,12
124,17.75,33585,409.97,409.86,-0.12,-15.2,-13.6,0.0,0.0,-1.6,-0.0,2369,1339,0,-7,13
125,17.92,33585,409.97,409.85,-0.12,-15.2,-13.6,0.0,0.0,-1.6,-0.0,2369,1342,0,-7,13
126,18.08,33583,409.95,409.84,-0.11,-14.0,-12.3,0.0,0.0,-1.7,-0.0,2344,1314,0,-6,12
127,18.18,33584,409.96,409.84,-0.12,-15.4,-13.6,0.0,-0.0,-1.8,-0.0,2357,1331,0,-7,13
128,18.34,33584,409.96,409.83,-0.13,-16.6,-15.0,0.0,-0.0,-1.6,-0.0,2357,1332,0,-7,14
