Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term,Measured Step Phase,Desired Step Phase,Phase Shift,Coil A Current,Coil B Current
0,0.04,33594,410.08,410.25,0.17,12.5,12.5,0.0,-0.0,-0.0,-0.0,2482,3511,0,8,-9
1,0.20,33595,410.10,410.25,0.16,11.6,11.6,0.0,-0.0,-0.0,-0.0,2494,3522,0,7,-9
2,0.35,33593,410.07,410.25,0.18,13.4,13.4,0.0,0.0,-0.0,-0.0,2469,3491,0,8,-10
3,0.51,33592,410.06,410.25,0.20,14.3,14.3,0.0,0.0,-0.0,-0.0,2457,3478,0,8,-11
4,0.67,33594,410.08,410.25,0.17,12.5,12.5,0.0,0.0,-0.1,-0.0,2482,3506,0,7,-9
5,0.76,33595,410.10,410.25,0.16,11.6,11.6,0.0,0.0,-0.1,-0.0,2494,3518,0,7,-9
6,0.91,33593,410.07,410.25,0.18,13.3,13.4,0.0,0.0,-0.1,-0.0,2469,3490,0,8,-10
7,1.08,33594,410.08,410.25,0.17,12.4,12.5,0.0,-0.0,-0.1,-0.0,2482,3509,0,7,-9
8,1.24,33596,410.11,410.25,0.15,10.6,10.7,0.0,-0.0,-0.1,-0.0,2507,3534,0,7,-8
9,1.32,33596,410.11,410.25,0.13,9.7,9.8,0.0,-0.0,-0.1,-0.0,2507,3534,0,6,-7
10,1.48,33592,410.06,410.25,0.18,13.3,13.4,0.0,0.0,-0.1,-0.0,2457,3478,0,8,-10
11,1.65,33592,410.06,410.25,0.18,13.3,13.4,0.0,0.0,-0.2,-0.0,2457,3479,0,8,-10
12,1.81,33592,410.06,410.25,0.18,13.3,13.4,0.0,0.0,-0.2,-0.0,2457,3475,0,7,-10
13,1.97,33592,410.06,410.24,0.18,13.2,13.4,0.0,0.0,-0.2,-0.0,2457,3475,0,7,-10
14,2.05,33592,410.06,410.24,0.18,13.2,13.4,0.0,0.0,-0.2,-0.0,2457,3476,0,7,-10
15,2.21,33591,410.05,410.24,0.20,14.1,14.3,0.0,0.0,-0.2,-0.0,2444,3466,0,8,-11
16,2.37,33593,410.07,410.24,0.17,12.3,12.5,0.0,-0.0,-0.2,-0.0,2469,3495,0,7,-10
17,2.53,33593,410.07,410.24,0.17,12.3,12.5,0.0,-0.0,-0.2,-0.0,2469,3494,0,7,-10
18,2.62,33592,410.06,410.24,0.18,13.2,13.4,0.0,0.0,-0.2,-0.0,2457,3481,0,7,-10
19,2.78,33593,410.07,410.24,0.17,12.3,12.5,0.0,-0.0,-0.2,-0.0,2469,3494,0,7,-9
20,2.95,33593,410.07,410.24,0.17,12.3,12.5,0.0,-0.0,-0.3,-0.0,2469,3494,0,7,-9
21,3.11,33592,410.06,410.24,0.18,13.1,13.4,0.0,0.0,-0.3,-0.0,2457,3480,0,7,-10
22,3.19,33592,410.06,410.24,0.18,13.1,13.4,0.0,0.0,-0.3,-0.0,2457,3480,0,7,-10
23,3.35,33592,410.06,410.24,0.18,13.1,13.4,0.0,0.0,-0.3,-0.0,2457,3481,0,7,-10
24,3.51,33592,410.06,410.23,0.17,12.2,12.5,0.0,0.0,-0.3,-0.0,2457,3479,0,7,-10
25,3.67,33593,410.07,410.23,0.16,11.3,11.6,0.0,-0.0,-0.3,-0.0,2469,3495,0,7,-9
26,3.75,33593,410.07,410.23,0.16,11.3,11.6,0.0,-0.0,-0.4,-0.0,2469,3495,0,7,-9
27,3.91,33593,410.07,410.23,0.16,11.3,11.6,0.0,-0.0,-0.4,-0.0,2469,3495,0,7,-9
28,4.07,33594,410.08,410.23,0.15,10.4,10.7,0.0,-0.0,-0.4,-0.0,2482,3509,0,6,-8
29,4.23,33594,410.08,410.23,0.15,10.4,10.7,0.0,-0.0,-0.4,-0.0,2482,3509,0,6,-8
30,4.32,33594,410.08,410.23,0.15,10.3,10.7,0.0,-0.0,-0.4,-0.0,2482,3508,0,6,-8
31,4.48,33592,410.06,410.22,0.17,12.1,12.5,0.0,0.0,-0.4,-0.0,2457,3479,0,7,-10
32,4.65,33590,410.03,410.22,0.18,13.0,13.4,0.0,0.0,-0.5,-0.0,2432,3451,0,7,-11
33,4.81,33589,410.02,410.22,0.20,13.9,14.3,0.0,0.0,-0.4,-0.0,2419,3436,0,7,-11
34,4.90,33589,410.02,410.22,0.20,13.9,14.3,0.0,0.0,-0.4,-0.0,2419,3436,0,7,-11
35,5.05,33591,410.05,410.22,0.17,12.1,12.5,0.0,0.0,-0.4,-0.0,2444,3464,0,7,-10
36,5.22,33594,410.08,410.22,0.13,9.4,9.8,0.0,-0.0,-0.5,-0.0,2482,3510,0,6,-7
37,5.38,33592,410.06,410.21,0.16,11.2,11.6,0.0,-0.0,-0.5,-0.0,2457,3485,0,6,-9
38,5.47,33592,410.06,410.21,0.16,11.1,11.6,0.0,-0.0,-0.5,-0.0,2457,3486,0,6,-9
39,5.62,33592,410.06,410.21,0.15,10.2,10.7,0.0,-0.0,-0.5,-0.0,2457,3484,0,6,-8
40,5.78,33591,410.05,410.21,0.16,11.1,11.6,0.0,0.0,-0.5,-0.0,2444,3465,0,6,-9
41,5.95,33593,410.07,410.21,0.13,9.3,9.8,0.0,-0.0,-0.6,-0.0,2469,3495,0,5,-7
42,6.04,33595,410.10,410.20,0.11,7.5,8.1,0.0,-0.0,-0.6,-0.0,2494,3523,0,5,-6
43,6.20,33593,410.07,410.20,0.13,9.3,9.8,0.0,-0.0,-0.6,-0.0,2469,3494,0,5,-7
44,6.38,33592,410.06,410.20,0.13,9.2,9.8,0.0,-0.0,-0.6,-0.0,2457,3481,0,5,-7
45,6.46,33592,410.06,410.20,0.13,9.2,9.8,0.0,-0.0,-0.6,-0.0,2457,3483,0,5,-7
46,6.63,33594,410.08,410.19,0.11,7.5,8.1,0.0,-0.0,-0.6,-0.0,2482,3507,0,4,-6
47,6.80,33590,410.03,410.19,0.16,11.0,11.6,0.0,0.0,-0.7,-0.0,2432,3448,0,6,-9
48,6.97,33592,410.06,410.19,0.13,9.2,9.8,0.0,-0.0,-0.6,-0.0,2457,3481,0,5,-7
49,7.06,33593,410.07,410.19,0.12,8.2,9.0,0.0,-0.0,-0.7,-0.0,2469,3495,0,5,-6
50,7.22,33593,410.07,410.18,0.11,7.4,8.1,0.0,-0.0,-0.7,-0.0,2469,3494,0,4,-6
51,7.38,33591,410.05,410.18,0.13,9.2,9.8,0.0,0.0,-0.7,-0.0,2444,3465,0,5,-7
52,7.46,33591,410.05,410.18,0.13,9.2,9.8,0.0,-0.0,-0.7,-0.0,2444,3470,0,5,-7
53,7.62,33592,410.06,410.18,0.12,8.3,9.0,0.0,-0.0,-0.7,-0.0,2457,3481,0,5,-6
54,7.78,33590,410.03,410.17,0.13,9.1,9.8,0.0,0.0,-0.7,-0.0,2432,3451,0,5,-7
55,7.95,33593,410.07,410.17,0.10,6.4,7.2,0.0,-0.0,-0.7,-0.0,2469,3495,0,4,-5
56,8.03,33591,410.05,410.17,0.12,8.2,9.0,0.0,-0.0,-0.8,-0.0,2444,3468,0,5,-7
57,8.20,33590,410.03,410.17,0.13,9.1,9.8,0.0,0.0,-0.7,-0.0,2432,3453,0,5,-7
58,8.35,33592,410.06,410.16,0.10,6.4,7.2,0.0,-0.0,-0.7,-0.0,2457,3484,0,4,-5
59,8.52,33592,410.06,410.16,0.10,6.4,7.2,0.0,-0.0,-0.8,-0.0,2457,3481,0,4,-5
60,8.60,33592,410.06,410.16,0.10,6.4,7.2,0.0,0.0,-0.7,-0.0,2457,3480,0,4,-5
61,8.76,33592,410.06,410.15,0.10,6.4,7.2,0.0,-0.0,-0.7,-0.0,2457,3484,0,4,-5
62,8.92,33592,410.06,410.15,0.09,5.5,6.3,0.0,-0.0,-0.8,-0.0,2457,3481,0,3,-4
63,9.09,33592,410.06,410.15,0.09,5.5,6.3,0.0,-0.0,-0.8,-0.0,2457,3481,0,3,-4
64,9.25,33592,410.06,410.14,0.09,5.4,6.3,0.0,-0.0,-0.9,-0.0,2457,3481,0,3,-4
65,9.32,33593,410.07,410.14,0.07,4.6,5.4,0.0,-0.0,-0.8,-0.0,2469,3494,0,3,-4
66,9.49,33593,410.07,410.14,0.06,3.6,4.5,0.0,-0.0,-0.9,-0.0,2469,3495,0,2,-3
67,9.65,33591,410.05,410.13,0.09,5.4,6.3,0.0,0.0,-0.9,-0.0,2444,3466,0,3,-4
68,9.81,33589,410.02,410.13,0.11,7.2,8.1,0.0,0.0,-0.9,-0.0,2419,3438,0,4,-6
69,9.89,33586,409.99,410.13,0.15,9.9,10.7,0.0,0.0,-0.9,-0.0,2382,3397,0,5,-8
70,10.06,33588,410.01,410.12,0.11,7.2,8.1,0.0,0.0,-0.9,-0.0,2407,3422,0,4,-6
71,10.22,33587,410.00,410.12,0.12,8.0,9.0,0.0,0.0,-0.9,-0.0,2394,3409,0,4,-7
