Sample,Timestamp,Raw Encoder Reading,Measured Motor Steps,Target Motor Steps,Current Error,PID Control Signal,PID P Term,PID I Term,PID D Term,PID V Term,PID A Term,Measured Step Phase,Desired Step Phase,Phase Shift,Coil A Current,Coil B Current
0,0.04,33597,410.12,410.25,0.13,11.2,11.2,0.0,-0.0,-0.0,-0.0,2519,3544,0,7,-8
1,0.20,33595,410.10,410.25,0.16,13.3,13.3,0.0,-0.0,-0.0,-0.0,2494,3521,0,8,-10
2,0.36,33594,410.08,410.25,0.17,14.3,14.3,0.0,-0.0,-0.0,-0.0,2482,3507,0,9,-11
3,0.52,33595,410.10,410.25,0.16,13.2,13.3,0.0,-0.0,-0.0,-0.0,2494,3521,0,8,-10
4,0.61,33595,410.10,410.25,0.16,13.2,13.3,0.0,0.0,-0.1,-0.0,2494,3516,0,8,-10
5,0.77,33595,410.10,410.25,0.16,13.2,13.3,0.0,0.0,-0.1,-0.0,2494,3518,0,8,-10
6,0.93,33595,410.10,410.25,0.16,13.2,13.3,0.0,-0.0,-0.1,-0.0,2494,3519,0,8,-10
7,1.09,33596,410.11,410.25,0.15,12.2,12.3,0.0,-0.0,-0.1,-0.0,2507,3534,0,8,-9
8,1.25,33597,410.12,410.25,0.13,11.1,11.2,0.0,-0.0,-0.1,-0.0,2519,3546,0,7,-8
9,1.33,33597,410.12,410.25,0.13,11.1,11.2,0.0,-0.0,-0.1,-0.0,2519,3546,0,7,-8
10,1.49,33597,410.12,410.25,0.12,10.1,10.2,0.0,-0.0,-0.1,-0.0,2519,3546,0,6,-7
11,1.65,33597,410.12,410.25,0.12,10.1,10.2,0.0,-0.0,-0.2,-0.0,2519,3545,0,6,-7
12,1.81,33597,410.12,410.25,0.12,10.0,10.2,0.0,-0.0,-0.2,-0.0,2519,3545,0,6,-7
13,1.89,33597,410.12,410.25,0.12,10.0,10.2,0.0,-0.0,-0.2,-0.0,2519,3543,0,6,-7
14,2.05,33597,410.12,410.24,0.12,10.0,10.2,0.0,0.0,-0.2,-0.0,2519,3543,0,6,-7
15,2.21,33598,410.13,410.24,0.11,9.0,9.2,0.0,-0.0,-0.2,-0.0,2532,3557,0,6,-6
16,2.38,33598,410.13,410.24,0.11,9.0,9.2,0.0,-0.0,-0.2,-0.0,2532,3558,0,6,-6
